SZ,VZ,VA,gLAI,BRF_toc,BRF_toc(NIR),BRF_toa,,NDVI
30,30,126,6,0.026978,0.588126,0.041831,,0.9122815
30,30,126,7,0.027016,0.612348,0.041647,,0.915491019
30,30,144,0.01,0.191062,0.283569,0.162816,,0.194902988
30,30,144,0.1,0.174286,0.286721,0.150389,,0.243890006
30,30,144,0.5,0.12065,0.306123,0.109447,,0.434594035
30,30,144,1,0.079871,0.337993,0.079557,,0.617717726
30,30,144,2,0.043347,0.404889,0.052937,,0.806588494
30,30,144,3,0.0315,0.464584,0.044384,,0.873005378
30,30,144,4,0.027352,0.51593,0.041231,,0.899308278
30,30,144,5,0.026293,0.54824,0.040661,,0.90847175
30,30,144,6,0.025862,0.582791,0.040598,,0.915018902
30,30,144,7,0.02587,0.606764,0.040469,,0.918214955
30,30,162,0.01,0.191056,0.283545,0.162539,,0.194877381
30,30,162,0.1,0.174229,0.286492,0.150198,,0.243668077
30,30,162,0.5,0.120396,0.305093,0.108891,,0.434081727
30,30,162,1,0.079434,0.336354,0.079247,,0.617911051
30,30,162,2,0.042763,0.402603,0.052255,,0.807964685
30,30,162,3,0.030864,0.461854,0.043804,,0.874719414
30,30,162,4,0.02671,0.513133,0.040664,,0.901045304
30,30,162,5,0.025633,0.545355,0.040077,,0.910215276
30,30,162,6,0.025191,0.57983,0.039918,,0.916726857
30,30,162,7,0.025183,0.603499,0.039735,,0.919886365
30,30,180,0.01,0.191054,0.283537,0.162697,,0.194868845
30,30,180,0.1,0.174211,0.28642,0.150299,,0.243598455
30,30,180,0.5,0.120319,0.304731,0.108749,,0.433859546
30,30,180,1,0.07928,0.335742,0.079223,,0.617947964
30,30,180,2,0.042557,0.401879,0.052154,,0.808489861
30,30,180,3,0.030648,0.46094,0.043706,,0.875310219
30,30,180,4,0.026504,0.512238,0.040464,,0.90160782
30,30,180,5,0.025415,0.544312,0.03991,,0.910781831
30,30,180,6,0.024969,0.578863,0.039845,,0.917298189
30,30,180,7,0.024955,0.602434,0.039596,,0.920448079
30,40,0,0.01,0.191055,0.284195,0.172029,,0.195981063
30,40,0,0.1,0.174796,0.2935,0.159411,,0.253480705
30,40,0,0.5,0.125475,0.339574,0.122046,,0.460379444
30,40,0,1,0.090751,0.39749,0.096665,,0.62825326
30,40,0,2,0.061124,0.49837,0.075261,,0.781502572
30,40,0,3,0.051797,0.576338,0.068276,,0.835076854
30,40,0,4,0.048587,0.640372,0.065141,,0.858955322
30,40,0,5,0.048546,0.680633,0.065533,,0.866847509
30,40,0,6,0.048467,0.722467,0.066413,,0.874264204
30,40,0,7,0.04925,0.751628,0.066974,,0.877009982
30,40,18,0.01,0.191049,0.284165,0.171685,,0.195945406
30,40,18,0.1,0.174624,0.293035,0.159153,,0.253199447
30,40,18,0.5,0.124198,0.33638,0.120711,,0.460686355
30,40,18,1,0.088117,0.390672,0.094663,,0.631917191
30,40,18,2,0.057474,0.486006,0.072319,,0.788496357
30,40,18,3,0.04801,0.560661,0.065467,,0.842246468
30,40,18,4,0.04493,0.622566,0.062659,,0.86537747
30,40,18,5,0.04494,0.661195,0.062779,,0.872715557
30,40,18,6,0.044953,0.701946,0.063759,,0.879627634
30,40,18,7,0.045687,0.730568,0.064195,,0.882288681
30,40,36,0.01,0.191033,0.284087,0.169927,,0.195853679
30,40,36,0.1,0.174394,0.292114,0.157678,,0.252342939
30,40,36,0.5,0.122631,0.331519,0.118365,,0.45995376
30,40,36,1,0.085081,0.381162,0.091282,,0.635035808
30,40,36,2,0.053172,0.469773,0.06802,,0.796644007
30,40,36,3,0.04344,0.540008,0.061191,,0.851092128
30,40,36,4,0.040325,0.598975,0.058568,,0.873846394
30,40,36,5,0.040232,0.635077,0.058702,,0.880848619
30,40,36,6,0.040197,0.674307,0.05949,,0.887482785
30,40,36,7,0.040777,0.701582,0.059759,,0.890142101
30,40,54,0.01,0.19101,0.283982,0.167417,,0.195733823
30,40,54,0.1,0.174181,0.291046,0.155009,,0.251199952
30,40,54,0.5,0.12133,0.326318,0.115344,,0.457922296
30,40,54,1,0.082698,0.372233,0.08758,,0.636437174
30,40,54,2,0.049831,0.455719,0.063837,,0.802864207
30,40,54,3,0.039853,0.522794,0.056874,,0.858337466
30,40,54,4,0.036653,0.579503,0.054188,,0.881026883
30,40,54,5,0.036381,0.613878,0.054071,,0.888103048
30,40,54,6,0.03625,0.651385,0.054987,,0.894566158
30,40,54,7,0.03668,0.677655,0.055035,,0.897303086
30,40,72,0.01,0.190983,0.283868,0.165181,,0.195608728
30,40,72,0.1,0.173947,0.289931,0.152683,,0.250031258
30,40,72,0.5,0.120158,0.321347,0.112709,,0.455689064
30,40,72,1,0.080686,0.363827,0.084198,,0.636968998
30,40,72,2,0.04703,0.443135,0.060132,,0.808105434
30,40,72,3,0.036843,0.508251,0.052913,,0.864819646
30,40,72,4,0.033548,0.563286,0.050341,,0.887580131
30,40,72,5,0.033115,0.596372,0.050162,,0.894787343
30,40,72,6,0.032915,0.632703,0.050887,,0.901099429
30,40,72,7,0.033219,0.658034,0.050729,,0.903887578
30,40,90,0.01,0.190956,0.283761,0.163318,,0.195495421
30,40,90,0.1,0.173713,0.288879,0.150695,,0.248958045
30,40,90,0.5,0.119075,0.316686,0.1102,,0.453484823
30,40,90,1,0.07892,0.35627,0.081585,,0.637307843
30,40,90,2,0.044633,0.432394,0.056889,,0.812870131
30,40,90,3,0.034257,0.496006,0.049645,,0.870792418
30,40,90,4,0.030888,0.549691,0.047085,,0.893595876
30,40,90,5,0.030319,0.582076,0.046595,,0.900982209
30,40,90,6,0.030084,0.617465,0.047235,,0.907083479
30,40,90,7,0.030278,0.642148,0.047205,,0.909943994
30,40,108,0.01,0.190933,0.283674,0.162036,,0.195405883
30,40,108,0.1,0.173508,0.288018,0.14978,,0.248111699
30,40,108,0.5,0.118174,0.312989,0.10867,,0.451836081
30,40,108,1,0.077444,0.350313,0.079711,,0.637906568
30,40,108,2,0.042654,0.423959,0.054579,,0.817176118
30,40,108,3,0.032141,0.486522,0.047161,,0.876062106
30,40,108,4,0.028704,0.539068,0.044446,,0.898888991
30,40,108,5,0.028037,0.571267,0.044013,,0.906434798
30,40,108,6,0.027777,0.605836,0.044507,,0.912321875
30,40,108,7,0.027894,0.629945,0.044381,,0.915195055
30,40,126,0.01,0.190913,0.283609,0.161598,,0.195346054
30,40,126,0.1,0.173331,0.287381,0.148929,,0.247551616
30,40,126,0.5,0.117498,0.310157,0.107613,,0.450500988
30,40,126,1,0.076298,0.345915,0.078365,,0.638580527
30,40,126,2,0.041118,0.417829,0.052949,,0.820815911
30,40,126,3,0.030494,0.479537,0.045332,,0.880422955
30,40,126,4,0.027017,0.531348,0.042968,,0.903228175
30,40,126,5,0.026286,0.563304,0.0424,,0.910832952
30,40,126,6,0.026007,0.597313,0.042816,,0.916553295
30,40,126,7,0.026068,0.621128,0.042561,,0.91944326
30,40,144,0.01,0.1909,0.283566,0.161577,,0.195305881
30,40,144,0.1,0.173213,0.286961,0.148676,,0.247184761
30,40,144,0.5,0.116955,0.308351,0.107018,,0.450019515
30,40,144,1,0.075468,0.342895,0.077485,,0.639222398
30,40,144,2,0.040031,0.41369,0.052074,,0.823543543
30,40,144,3,0.029328,0.474837,0.044515,,0.883657136
30,40,144,4,0.025833,0.526241,0.041948,,0.90641472
30,40,144,5,0.025044,0.558179,0.041464,,0.914118613
30,40,144,6,0.024767,0.59198,0.041547,,0.919685057
30,40,144,7,0.024796,0.615358,0.041351,,0.922531141
30,40,162,0.01,0.190892,0.283542,0.161842,,0.195285329
30,40,162,0.1,0.173144,0.286731,0.148895,,0.246995379
30,40,162,0.5,0.11666,0.307338,0.106454,,0.449714385
30,40,162,1,0.074989,0.341358,0.077364,,0.639776436
30,40,162,2,0.039376,0.411483,0.051624,,0.825328983
30,40,162,3,0.028633,0.472167,0.044103,,0.885650958
30,40,162,4,0.025124,0.523585,0.041507,,0.908425049
30,40,162,5,0.024318,0.555547,0.041252,,0.916125305
30,40,162,6,0.02403,0.589414,0.041084,,0.92165544
30,40,162,7,0.024047,0.612374,0.040866,,0.924430526
30,40,180,0.01,0.19089,0.283534,0.162102,,0.195276799
30,40,180,0.1,0.173123,0.286665,0.149154,,0.246944244
30,40,180,0.5,0.116565,0.306885,0.106428,,0.449450939
30,40,180,1,0.074815,0.340905,0.077071,,0.64007024
30,40,180,2,0.039156,0.410762,0.051529,,0.825941616
30,40,180,3,0.028391,0.471358,0.044032,,0.886378962
30,40,180,4,0.024903,0.522921,0.041494,,0.909083939
30,40,180,5,0.024084,0.554585,0.041055,,0.916760704
30,40,180,6,0.023786,0.588482,0.040959,,0.922301998
30,40,180,7,0.023799,0.611321,0.040759,,0.925056682
30,50,0,0.01,0.190949,0.28445,0.171604,,0.196679
30,50,0,0.1,0.173239,0.295137,0.158284,,0.260256717
30,50,0,0.5,0.119554,0.345927,0.118842,,0.486320602
30,50,0,1,0.082825,0.405527,0.093801,,0.660797949
30,50,0,2,0.054005,0.505345,0.073517,,0.806900867
30,50,0,3,0.046401,0.579965,0.068114,,0.851840617
30,50,0,4,0.044481,0.641195,0.065682,,0.870256506
30,50,0,5,0.045155,0.678762,0.066412,,0.875248129
30,50,0,6,0.045533,0.718924,0.067958,,0.880874922
30,50,0,7,0.046487,0.747152,0.068424,,0.882851019
30,50,18,0.01,0.190942,0.284413,0.170796,,0.196634095
30,50,18,0.1,0.173156,0.294771,0.157855,,0.259901651
30,50,18,0.5,0.119005,0.343883,0.118337,,0.485815143
30,50,18,1,0.081829,0.402023,0.092734,,0.661760208
30,50,18,2,0.052621,0.499341,0.071909,,0.809331077
30,50,18,3,0.044858,0.572492,0.066275,,0.85467563
30,50,18,4,0.042904,0.63279,0.064047,,0.873007604
30,50,18,5,0.043496,0.669375,0.064854,,0.877969506
30,50,18,6,0.043805,0.708689,0.066076,,0.883573823
30,50,18,7,0.044676,0.736169,0.066574,,0.88557012
30,50,36,0.01,0.190921,0.284314,0.168358,,0.196519617
30,50,36,0.1,0.172904,0.293789,0.155634,,0.259024669
30,50,36,0.5,0.11781,0.339318,0.115611,,0.484564498
30,50,36,1,0.079731,0.39392,0.08928,,0.663334396
30,50,36,2,0.049764,0.486781,0.06802,,0.814502045
30,50,36,3,0.041758,0.557018,0.062594,,0.860522132
30,50,36,4,0.039659,0.61517,0.060313,,0.878872194
30,50,36,5,0.040049,0.649794,0.060816,,0.883889523
30,50,36,6,0.040237,0.68787,0.062147,,0.889475036
30,50,36,7,0.040924,0.7142,0.062132,,0.891609855
30,50,54,0.01,0.190891,0.284181,0.165683,,0.196370234
30,50,54,0.1,0.172619,0.292499,0.152881,,0.257741046
30,50,54,0.5,0.116501,0.333541,0.112204,,0.4822661
30,50,54,1,0.077445,0.384585,0.0855,,0.664762028
30,50,54,2,0.046693,0.472623,0.063721,,0.820174999
30,50,54,3,0.038468,0.540293,0.058346,,0.867067753
30,50,54,4,0.036223,0.5966,0.055939,,0.885519332
30,50,54,5,0.036389,0.629662,0.056117,,0.890732091
30,50,54,6,0.036447,0.665954,0.057552,,0.896221674
30,50,54,7,0.03696,0.691322,0.057531,,0.898500855
30,50,72,0.01,0.190856,0.284041,0.163321,,0.196221496
30,50,72,0.1,0.172315,0.291137,0.150135,,0.256384696
30,50,72,0.5,0.115148,0.327567,0.109337,,0.47980981
30,50,72,1,0.075259,0.375158,0.081865,,0.665825224
30,50,72,2,0.043791,0.459188,0.059905,,0.825873446
30,50,72,3,0.035359,0.525091,0.054223,,0.873819252
30,50,72,4,0.032993,0.579965,0.051995,,0.892348252
30,50,72,5,0.032962,0.611747,0.051983,,0.897746115
30,50,72,6,0.032939,0.646756,0.05322,,0.903077115
30,50,72,7,0.033309,0.671508,0.052977,,0.905481848
30,50,90,0.01,0.190821,0.283914,0.161653,,0.196094663
30,50,90,0.1,0.172022,0.289899,0.148384,,0.255188658
30,50,90,0.5,0.113905,0.322438,0.10711,,0.477910726
30,50,90,1,0.073272,0.366907,0.079173,,0.667080892
30,50,90,2,0.041199,0.447859,0.056819,,0.831516916
30,50,90,3,0.032589,0.512275,0.050725,,0.880377489
30,50,90,4,0.030129,0.565726,0.048892,,0.89887137
30,50,90,5,0.029948,0.597101,0.04873,,0.904479554
30,50,90,6,0.029877,0.631113,0.049623,,0.909599238
30,50,90,7,0.030129,0.65499,0.049587,,0.912047396
30,50,108,0.01,0.190791,0.283817,0.160957,,0.196005967
30,50,108,0.1,0.17177,0.288947,0.147649,,0.254336176
30,50,108,0.5,0.112846,0.318386,0.105623,,0.476634387
30,50,108,1,0.071605,0.360577,0.07711,,0.668634973
30,50,108,2,0.039054,0.439294,0.054825,,0.836713021
30,50,108,3,0.030317,0.502713,0.048618,,0.886246553
30,50,108,4,0.027777,0.55493,0.04668,,0.904662206
30,50,108,5,0.02749,0.586134,0.046315,,0.910401158
30,50,108,6,0.027393,0.619243,0.047123,,0.915275364
30,50,108,7,0.027552,0.64266,0.047058,,0.917781239
30,50,126,0.01,0.190768,0.283751,0.160564,,0.195952112
30,50,126,0.1,0.171572,0.288292,0.147331,,0.253814171
30,50,126,0.5,0.112011,0.315623,0.104579,,0.476136135
30,50,126,1,0.070327,0.356178,0.076498,,0.670217231
30,50,126,2,0.03741,0.433441,0.053893,,0.841096228
30,50,126,3,0.028576,0.496228,0.047258,,0.891098391
30,50,126,4,0.025995,0.547691,0.045558,,0.909375512
30,50,126,5,0.025627,0.578759,0.045042,,0.91519658
30,50,126,6,0.025514,0.611378,0.045994,,0.919879666
30,50,126,7,0.025607,0.634356,0.045489,,0.92239868
30,50,144,0.01,0.190752,0.283713,0.161289,,0.195928045
30,50,144,0.1,0.171435,0.287913,0.147848,,0.253572455
30,50,144,0.5,0.111461,0.314035,0.104985,,0.476089082
30,50,144,1,0.069439,0.353587,0.076661,,0.671703394
30,50,144,2,0.036265,0.429967,0.05338,,0.844433673
30,50,144,3,0.027365,0.492291,0.047145,,0.894680327
30,50,144,4,0.024771,0.543272,0.045268,,0.912784772
30,50,144,5,0.024345,0.574397,0.044884,,0.918679498
30,50,144,6,0.024229,0.606766,0.045611,,0.923203829
30,50,144,7,0.024283,0.629262,0.045036,,0.925688361
30,50,162,0.01,0.190743,0.283694,0.161957,,0.195918531
30,50,162,0.1,0.171357,0.287732,0.148573,,0.253491153
30,50,162,0.5,0.111093,0.313222,0.105172,,0.476365436
30,50,162,1,0.068911,0.352349,0.077243,,0.672833879
30,50,162,2,0.03559,0.428089,0.053576,,0.846488627
30,50,162,3,0.026655,0.490282,0.047562,,0.896873313
30,50,162,4,0.02405,0.541236,0.045693,,0.914910329
30,50,162,5,0.023603,0.572256,0.0455,,0.92077656
30,50,162,6,0.023483,0.604767,0.045695,,0.925243136
30,50,162,7,0.023526,0.626899,0.045179,,0.927659607
30,50,180,0.01,0.190741,0.283688,0.162534,,0.195913403
30,50,180,0.1,0.171334,0.287687,0.14917,,0.253480778
30,50,180,0.5,0.110995,0.312917,0.10498,,0.476329993
30,50,180,1,0.068724,0.352043,0.076944,,0.673339402
30,50,180,2,0.035369,0.427661,0.053715,,0.847228041
30,50,180,3,0.026408,0.489564,0.047399,,0.897637856
30,50,180,4,0.023828,0.540785,0.045641,,0.915595284
30,50,180,5,0.023365,0.571434,0.045581,,0.921435645
30,50,180,6,0.023232,0.60421,0.045518,,0.92594694
30,50,180,7,0.023276,0.626074,0.045374,,0.928309848
30,60,0,0.01,0.190681,0.284773,0.169571,,0.197899271
30,60,0,0.1,0.170699,0.298344,0.155667,,0.272139228
30,60,0,0.5,0.111814,0.358826,0.115413,,0.524842767
30,60,0,1,0.074751,0.424597,0.092065,,0.70060559
30,60,0,2,0.049335,0.526191,0.07463,,0.828556833
30,60,0,3,0.044105,0.597481,0.070937,,0.862512586
30,60,0,4,0.043396,0.655537,0.06901,,0.875822146
30,60,0,5,0.04455,0.690138,0.069403,,0.87872403
30,60,0,6,0.045085,0.727653,0.071785,,0.883311032
30,60,0,7,0.046058,0.754334,0.072212,,0.884911393
30,60,18,0.01,0.190673,0.284725,0.168112,,0.197838443
30,60,18,0.1,0.170599,0.297878,0.15514,,0.271686764
30,60,18,0.5,0.111364,0.356904,0.114361,,0.524357846
30,60,18,1,0.074025,0.421486,0.090731,,0.701217531
30,60,18,2,0.04838,0.521523,0.073097,,0.830216721
30,60,18,3,0.043061,0.59195,0.06926,,0.864377153
30,60,18,4,0.042278,0.649443,0.067446,,0.877759964
30,60,18,5,0.043343,0.683234,0.068379,,0.880692618
30,60,18,6,0.043806,0.720316,0.070255,,0.885342916
30,60,18,7,0.044714,0.746386,0.0704,,0.886957401
30,60,36,0.01,0.190646,0.284602,0.165717,,0.197698886
30,60,36,0.1,0.170343,0.296703,0.152718,,0.270551509
30,60,36,0.5,0.110222,0.351854,0.111894,,0.522926964
30,60,36,1,0.072191,0.413622,0.087672,,0.702803342
30,60,36,2,0.046023,0.510062,0.07002,,0.834474945
30,60,36,3,0.040502,0.578406,0.06608,,0.869117866
30,60,36,4,0.039557,0.634321,0.064268,,0.882598927
30,60,36,5,0.040391,0.666621,0.064699,,0.885741685
30,60,36,6,0.040727,0.702622,0.066834,,0.890422937
30,60,36,7,0.04147,0.72769,0.066783,,0.892168079
30,60,54,0.01,0.190606,0.284438,0.162934,,0.197522756
30,60,54,0.1,0.16998,0.295135,0.149388,,0.26908399
30,60,54,0.5,0.108731,0.345238,0.108218,,0.520976102
30,60,54,1,0.069851,0.403705,0.083604,,0.704993707
30,60,54,2,0.043075,0.496066,0.065465,,0.840208777
30,60,54,3,0.037348,0.562212,0.062097,,0.875415305
30,60,54,4,0.036224,0.616907,0.060095,,0.889075852
30,60,54,5,0.036816,0.647687,0.060302,,0.892429982
30,60,54,6,0.037018,0.682017,0.062075,,0.897034219
30,60,54,7,0.037584,0.706027,0.061958,,0.89891489
30,60,72,0.01,0.190561,0.284268,0.160863,,0.19734894
30,60,72,0.1,0.169591,0.29336,0.146708,,0.267347948
30,60,72,0.5,0.107193,0.33873,0.105284,,0.519230899
30,60,72,1,0.067463,0.393469,0.080218,,0.707275694
30,60,72,2,0.040083,0.482335,0.061619,,0.846548166
30,60,72,3,0.034167,0.546997,0.057827,,0.882418732
30,60,72,4,0.032895,0.600179,0.056373,,0.8960785
30,60,72,5,0.033274,0.629869,0.056227,,0.899647587
30,60,72,6,0.033387,0.662796,0.058154,,0.904085564
30,60,72,7,0.033793,0.686496,0.05783,,0.906168219
30,60,90,0.01,0.190517,0.284123,0.15944,,0.197214731
30,60,90,0.1,0.169223,0.291959,0.145545,,0.266133544
30,60,90,0.5,0.105724,0.333087,0.104035,,0.518134231
30,60,90,1,0.06524,0.384838,0.077824,,0.710094695
30,60,90,2,0.037346,0.471097,0.059005,,0.853096611
30,60,90,3,0.03128,0.53448,0.054513,,0.889423077
30,60,90,4,0.0299,0.586222,0.053437,,0.902941301
30,60,90,5,0.030118,0.615516,0.053086,,0.906702559
30,60,90,6,0.03018,0.647305,0.054811,,0.910905777
30,60,90,7,0.030459,0.670401,0.054442,,0.913081072
30,60,108,0.01,0.190479,0.284023,0.159384,,0.197141424
30,60,108,0.1,0.168859,0.290973,0.145174,,0.265562205
30,60,108,0.5,0.104509,0.32917,0.10274,,0.518035229
30,60,108,1,0.063417,0.378729,0.076751,,0.713140004
30,60,108,2,0.035104,0.463267,0.057947,,0.859125029
30,60,108,3,0.028932,0.525747,0.053266,,0.895680204
30,60,108,4,0.02748,0.576118,0.052161,,0.90894602
30,60,108,5,0.02757,0.605575,0.051967,,0.912910945
30,60,108,6,0.02761,0.636491,0.053403,,0.916849997
30,60,108,7,0.027787,0.658891,0.052918,,0.919068326
30,60,126,0.01,0.190452,0.283967,0.160108,,0.197114787
30,60,126,0.1,0.168627,0.290412,0.14619,,0.265304255
30,60,126,0.5,0.103562,0.326861,0.103056,,0.518789656
30,60,126,1,0.062042,0.375127,0.077309,,0.716164687
30,60,126,2,0.033428,0.458547,0.058348,,0.864106916
30,60,126,3,0.027183,0.520781,0.053528,,0.900785453
30,60,126,4,0.02568,0.570353,0.052551,,0.913830274
30,60,126,5,0.025693,0.599591,0.05196,,0.917819743
30,60,126,6,0.025715,0.630258,0.053404,,0.921597383
30,60,126,7,0.025822,0.652213,0.052745,,0.92383284
30,60,144,0.01,0.190433,0.283944,0.162314,,0.197123807
30,60,144,0.1,0.168472,0.290177,0.148325,,0.265355424
30,60,144,0.5,0.10298,0.325853,0.104791,,0.519719798
30,60,144,1,0.061115,0.373462,0.079056,,0.718737991
30,60,144,2,0.032301,0.456288,0.05986,,0.86777844
30,60,144,3,0.026,0.51825,0.055031,,0.904455673
30,60,144,4,0.024492,0.56758,0.054055,,0.917266819
30,60,144,5,0.024443,0.596918,0.05352,,0.921324319
30,60,144,6,0.024453,0.627197,0.054485,,0.92495051
30,60,144,7,0.024515,0.648475,0.053682,,0.92714602
30,60,162,0.01,0.190424,0.283939,0.164184,,0.197138057
30,60,162,0.1,0.168388,0.290124,0.149645,,0.265502321
30,60,162,0.5,0.102633,0.325393,0.105779,,0.520435674
30,60,162,1,0.060593,0.372892,0.08088,,0.720437847
30,60,162,2,0.031654,0.455493,0.060781,,0.870043334
30,60,162,3,0.025333,0.51724,0.056783,,0.906619017
30,60,162,4,0.02382,0.566398,0.055703,,0.919284061
30,60,162,5,0.023751,0.595638,0.055068,,0.923308293
30,60,162,6,0.023751,0.625986,0.055531,,0.926890419
30,60,162,7,0.023797,0.646933,0.054989,,0.929041492
30,60,180,0.01,0.190422,0.283939,0.165096,,0.197143104
30,60,180,0.1,0.168365,0.290132,0.150676,,0.265578619
30,60,180,0.5,0.102487,0.325286,0.106228,,0.520834648
30,60,180,1,0.060429,0.372898,0.081297,,0.721092847
30,60,180,2,0.031452,0.455369,0.061442,,0.870786182
30,60,180,3,0.02511,0.516875,0.056805,,0.907340609
30,60,180,4,0.023625,0.566506,0.056015,,0.919933032
30,60,180,5,0.023532,0.595378,0.055926,,0.923956633
30,60,180,6,0.023522,0.626169,0.056153,,0.927590193
30,60,180,7,0.023572,0.646553,0.055721,,0.929648946
40,30,0,0.01,0.191181,0.284493,0.172513,,0.196167964
40,30,0,0.1,0.174919,0.293317,0.159725,,0.252859669
40,30,0,0.5,0.1248,0.340243,0.122004,,0.463275439
40,30,0,1,0.089567,0.39419,0.096053,,0.629702516
40,30,0,2,0.059568,0.490392,0.073905,,0.783373336
40,30,0,3,0.049543,0.566344,0.066991,,0.839116591
40,30,0,4,0.046449,0.62107,0.06488,,0.860830928
40,30,0,5,0.045416,0.662878,0.064575,,0.871759467
40,30,0,6,0.046034,0.700061,0.064656,,0.876600165
40,30,0,7,0.046758,0.732569,0.064716,,0.880004157
40,30,18,0.01,0.191176,0.284455,0.171964,,0.196116317
40,30,18,0.1,0.174841,0.292865,0.159442,,0.25234656
40,30,18,0.5,0.123681,0.337235,0.120869,,0.463325205
40,30,18,1,0.087248,0.387981,0.094189,,0.632817021
40,30,18,2,0.056398,0.47964,0.071716,,0.78957462
40,30,18,3,0.046405,0.552878,0.064885,,0.845131599
40,30,18,4,0.043429,0.605734,0.062297,,0.866200014
40,30,18,5,0.042505,0.646696,0.06233,,0.876654271
40,30,18,6,0.043154,0.683282,0.062366,,0.881189809
40,30,18,7,0.043867,0.715471,0.062487,,0.884459885
40,30,36,0.01,0.191162,0.28433,0.170497,,0.195940205
40,30,36,0.1,0.174622,0.292038,0.157536,,0.251609309
40,30,36,0.5,0.122213,0.332583,0.11851,,0.462559037
40,30,36,1,0.084522,0.379098,0.090923,,0.635382425
40,30,36,2,0.052547,0.464858,0.067788,,0.796882519
40,30,36,3,0.042435,0.534579,0.060805,,0.852915181
40,30,36,4,0.039449,0.584813,0.058447,,0.873613963
40,30,36,5,0.038529,0.624127,0.058212,,0.88371342
40,30,36,6,0.039077,0.659504,0.058522,,0.888124641
40,30,36,7,0.039669,0.690749,0.058411,,0.891380004
40,30,54,0.01,0.191142,0.284208,0.168247,,0.195784159
40,30,54,0.1,0.174421,0.290978,0.15539,,0.250445317
40,30,54,0.5,0.12103,0.327484,0.115392,,0.460306702
40,30,54,1,0.082306,0.370405,0.087641,,0.636386127
40,30,54,2,0.049454,0.451535,0.063726,,0.802574508
40,30,54,3,0.039174,0.518502,0.056529,,0.859509823
40,30,54,4,0.036089,0.56688,0.054088,,0.88029567
40,30,54,5,0.035106,0.6048,0.053926,,0.890277635
40,30,54,6,0.035517,0.63909,0.053953,,0.894703138
40,30,54,7,0.035988,0.66929,0.053885,,0.897946625
40,30,72,0.01,0.191119,0.284077,0.166269,,0.195620334
40,30,72,0.1,0.17412,0.289828,0.153308,,0.24939864
40,30,72,0.5,0.119898,0.322348,0.112684,,0.457776893
40,30,72,1,0.080369,0.362091,0.084325,,0.636717443
40,30,72,2,0.046798,0.439532,0.060173,,0.807546316
40,30,72,3,0.036345,0.504489,0.052711,,0.865596468
40,30,72,4,0.03316,0.551625,0.050167,,0.886590798
40,30,72,5,0.032106,0.588468,0.049949,,0.896528053
40,30,72,6,0.032404,0.621814,0.049948,,0.900938219
40,30,72,7,0.032768,0.651335,0.049739,,0.90420156
40,30,90,0.01,0.191096,0.283955,0.164394,,0.195471644
40,30,90,0.1,0.173897,0.288762,0.151018,,0.248271405
40,30,90,0.5,0.118848,0.317814,0.110355,,0.455652198
40,30,90,1,0.078666,0.354783,0.081386,,0.637023041
40,30,90,2,0.044487,0.429105,0.056958,,0.812129428
40,30,90,3,0.033866,0.492527,0.049443,,0.871328076
40,30,90,4,0.030615,0.538899,0.046777,,0.892487279
40,30,90,5,0.029506,0.574836,0.046506,,0.902353303
40,30,90,6,0.029707,0.607483,0.04654,,0.906756227
40,30,90,7,0.029989,0.636532,0.046285,,0.910013338
40,30,108,0.01,0.191076,0.283856,0.163155,,0.195354282
40,30,108,0.1,0.173703,0.287857,0.149528,,0.247322125
40,30,108,0.5,0.118018,0.314114,0.108314,,0.453787269
40,30,108,1,0.077232,0.348831,0.079325,,0.637462065
40,30,108,2,0.042574,0.420836,0.054549,,0.816257742
40,30,108,3,0.031809,0.483074,0.046865,,0.876441832
40,30,108,4,0.028503,0.529068,0.044303,,0.897760106
40,30,108,5,0.027361,0.564209,0.043984,,0.907497
40,30,108,6,0.027491,0.596393,0.044034,,0.911871438
40,30,108,7,0.027706,0.624996,0.043774,,0.915103677
40,30,126,0.01,0.191059,0.283784,0.162733,,0.19527507
40,30,126,0.1,0.173546,0.287209,0.149289,,0.246688587
40,30,126,0.5,0.117314,0.311316,0.107119,,0.452609477
40,30,126,1,0.076115,0.344409,0.077939,,0.637999258
40,30,126,2,0.041081,0.414783,0.05281,,0.819766422
40,30,126,3,0.030217,0.476143,0.045224,,0.88065013
40,30,126,4,0.026864,0.521988,0.042744,,0.902108401
40,30,126,5,0.025705,0.556552,0.042373,,0.911705656
40,30,126,6,0.025783,0.588353,0.042372,,0.916034885
40,30,126,7,0.025946,0.616645,0.042111,,0.919245679
40,30,144,0.01,0.191047,0.283736,0.162697,,0.195223923
40,30,144,0.1,0.173432,0.286779,0.148511,,0.246293548
40,30,144,0.5,0.116839,0.309558,0.106465,,0.451970816
40,30,144,1,0.075324,0.341567,0.077189,,0.638639357
40,30,144,2,0.040012,0.410819,0.051863,,0.822496678
40,30,144,3,0.029087,0.47158,0.0444,,0.883807001
40,30,144,4,0.025704,0.51733,0.041983,,0.905331895
40,30,144,5,0.024535,0.551524,0.041455,,0.914817753
40,30,144,6,0.024585,0.583117,0.041367,,0.919088632
40,30,144,7,0.024711,0.61117,0.041205,,0.92227791
40,30,162,0.01,0.191039,0.283709,0.162725,,0.195198295
40,30,162,0.1,0.173364,0.286534,0.148563,,0.246076304
40,30,162,0.5,0.116509,0.308605,0.106226,,0.451869381
40,30,162,1,0.074849,0.339923,0.076886,,0.639083641
