SZ,VZ,VA,LAI,BRF_toc,BRF_toc(NIR),BRF_toa,LAD,NDVI
10,50,54,0.1,0.166818,0.277584,0.145009,0.1314,0.249247303
10,50,54,0.5,0.137015,0.284743,0.121232,0.657,0.350267215
10,50,54,1,0.120832,0.289669,0.111519,1.314,0.411294979
10,50,54,2,0.11087,0.293393,0.103593,2.628,0.451495685
10,50,54,3,0.108774,0.291511,0.101961,3.942,0.456517231
10,50,54,4,0.107326,0.293611,0.100715,5.256,0.464624118
10,50,54,5,0.106068,0.290539,0.100165,6.57,0.465122905
10,50,54,6,0.106019,0.293488,0.099934,7.884,0.469250852
10,50,72,0.01,0.178442,0.273811,0.152986,0.01314,0.210875329
10,50,72,0.1,0.166412,0.276998,0.144293,0.1314,0.249398976
10,50,72,0.5,0.136921,0.283251,0.120827,0.657,0.34826214
10,50,72,1,0.121677,0.287749,0.111417,1.314,0.405621529
10,50,72,2,0.111582,0.290724,0.103193,2.628,0.445287915
10,50,72,3,0.108615,0.287059,0.101,3.942,0.450987429
10,50,72,4,0.107422,0.289495,0.099954,5.256,0.45871807
10,50,72,5,0.106414,0.286924,0.099741,6.57,0.458918284
10,50,72,6,0.10625,0.288007,0.09944,7.884,0.461011472
10,50,90,0.01,0.177891,0.272961,0.152298,0.01314,0.210867424
10,50,90,0.1,0.165889,0.275997,0.143687,0.1314,0.24917739
10,50,90,0.5,0.135277,0.280654,0.119632,0.657,0.349521916
10,50,90,1,0.119287,0.284186,0.109603,1.314,0.408698971
10,50,90,2,0.108593,0.2855,0.101227,2.628,0.44889658
10,50,90,3,0.105401,0.280984,0.098992,3.942,0.454424991
10,50,90,4,0.104757,0.282108,0.098028,5.256,0.458431236
10,50,90,5,0.104697,0.281954,0.098453,6.57,0.458441851
10,50,90,6,0.104261,0.279997,0.097966,7.884,0.457338559
10,50,108,0.01,0.177564,0.272231,0.15152,0.01314,0.210466991
10,50,108,0.1,0.165192,0.275022,0.142303,0.1314,0.249492292
10,50,108,0.5,0.134242,0.2789,0.118921,0.657,0.350141114
10,50,108,1,0.117545,0.281066,0.108205,1.314,0.410227013
10,50,108,2,0.106143,0.280134,0.099124,2.628,0.45043065
10,50,108,3,0.102993,0.276894,0.097,3.942,0.457770337
10,50,108,4,0.102511,0.275814,0.096077,5.256,0.458079693
10,50,108,5,0.102237,0.276739,0.096405,6.57,0.460456599
10,50,108,6,0.102041,0.274717,0.096128,7.884,0.458320726
10,50,126,0.01,0.177214,0.271458,0.1511,0.01314,0.210050995
10,50,126,0.1,0.164858,0.274504,0.142078,0.1314,0.249557313
10,50,126,0.5,0.133936,0.27841,0.11806,0.657,0.350370805
10,50,126,1,0.116501,0.279677,0.106841,1.314,0.41187547
10,50,126,2,0.104807,0.277336,0.097815,2.628,0.451477588
10,50,126,3,0.102708,0.274715,0.096516,3.942,0.455740641
10,50,126,4,0.101968,0.272544,0.095779,5.256,0.455462041
10,50,126,5,0.101345,0.272429,0.095724,6.57,0.457720441
10,50,126,6,0.100976,0.272807,0.095258,7.884,0.459707905
10,50,144,0.01,0.177125,0.271104,0.151044,0.01314,0.20966738
10,50,144,0.1,0.164957,0.273817,0.141974,0.1314,0.248100389
