SZ,VZ,VA,gLAI,BRF_toc,BRF_toc(NIR),BRF_toa,,NDVI
30,50,144,4,0.030578,0.549741,0.049457,,0.894616582
30,50,144,5,0.030302,0.584738,0.04949,,0.901463319
30,50,144,6,0.030222,0.620227,0.04946,,0.907073422
30,50,144,7,0.03023,0.648911,0.049438,,0.910975777
30,50,162,0.01,0.190894,0.283726,0.162096,,0.195592263
30,50,162,0.1,0.1726,0.287971,0.149294,,0.25049558
30,50,162,0.5,0.114835,0.315126,0.108559,,0.465835273
30,50,162,1,0.074324,0.355848,0.07946,,0.654445199
30,50,162,2,0.041736,0.432602,0.057249,,0.824024219
30,50,162,3,0.032419,0.49749,0.052137,,0.877643143
30,50,162,4,0.030028,0.548157,0.049947,,0.896130131
30,50,162,5,0.029733,0.583006,0.049743,,0.902950522
30,50,162,6,0.029649,0.618428,0.049662,,0.908501613
30,50,162,7,0.029621,0.646787,0.049367,,0.912416766
30,50,180,0.01,0.190893,0.283723,0.162684,,0.195589698
30,50,180,0.1,0.172585,0.287943,0.149941,,0.250490741
30,50,180,0.5,0.114771,0.31488,0.108612,,0.465747781
30,50,180,1,0.074192,0.355631,0.079515,,0.654778828
30,50,180,2,0.041579,0.432237,0.05742,,0.824493052
30,50,180,3,0.032257,0.496904,0.052207,,0.878082474
30,50,180,4,0.029856,0.547756,0.050104,,0.896622646
30,50,180,5,0.029545,0.582539,0.049795,,0.903460963
30,50,180,6,0.029476,0.617944,0.049743,,0.90894319
30,50,180,7,0.029426,0.646146,0.04932,,0.912885673
30,60,0,0.01,0.190837,0.28472,0.169676,,0.197416924
30,60,0,0.1,0.17196,0.297772,0.156613,,0.267837831
30,60,0,0.5,0.115543,0.35806,0.118231,,0.512068125
30,60,0,1,0.079917,0.424102,0.095134,,0.682881003
30,60,0,2,0.054985,0.524612,0.078088,,0.810264718
30,60,0,3,0.049384,0.598881,0.075065,,0.847642554
30,60,0,4,0.049139,0.655887,0.073784,,0.860603722
30,60,0,5,0.050369,0.694397,0.074144,,0.864738723
30,60,0,6,0.051391,0.735254,0.074637,,0.869341317
30,60,0,7,0.052135,0.768488,0.074432,,0.872938
30,60,18,0.01,0.190828,0.284675,0.168167,,0.197363634
30,60,18,0.1,0.171868,0.297337,0.156223,,0.267407636
30,60,18,0.5,0.115084,0.356274,0.117071,,0.51169175
30,60,18,1,0.079143,0.421114,0.093462,,0.683590634
30,60,18,2,0.053965,0.520158,0.07613,,0.812008925
30,60,18,3,0.048319,0.593671,0.073219,,0.849471176
30,60,18,4,0.047938,0.649803,0.071885,,0.862590847
30,60,18,5,0.049097,0.68802,0.072121,,0.866786412
30,60,18,6,0.050012,0.728369,0.072779,,0.871497377
30,60,18,7,0.050685,0.76089,0.072539,,0.875094723
30,60,36,0.01,0.190802,0.284559,0.16582,,0.197233261
30,60,36,0.1,0.171622,0.296244,0.154161,,0.266362591
30,60,36,0.5,0.113937,0.351489,0.114705,,0.510396927
30,60,36,1,0.077284,0.41364,0.090706,,0.685148821
30,60,36,2,0.051529,0.509304,0.07255,,0.816241198
30,60,36,3,0.045703,0.581013,0.069767,,0.854150843
30,60,36,4,0.045122,0.635048,0.068059,,0.867321405
30,60,36,5,0.046064,0.671977,0.068666,,0.871695349
30,60,36,6,0.046759,0.711189,0.068771,,0.876616866
30,60,36,7,0.047284,0.74243,0.069206,,0.880250318
30,60,54,0.01,0.190763,0.284405,0.163137,,0.197071352
30,60,54,0.1,0.171276,0.294791,0.150868,,0.265015545
30,60,54,0.5,0.112473,0.345248,0.110452,,0.508552153
30,60,54,1,0.074971,0.40436,0.08677,,0.687184847
30,60,54,2,0.048603,0.49623,0.068583,,0.821585697
30,60,54,3,0.042547,0.565744,0.065654,,0.860109717
30,60,54,4,0.04177,0.618114,0.064142,,0.873401992
30,60,54,5,0.042478,0.653712,0.064245,,0.877970094
30,60,54,6,0.042971,0.691549,0.064657,,0.882995698
30,60,54,7,0.043356,0.721763,0.064955,,0.88666861
30,60,72,0.01,0.190721,0.28425,0.160954,,0.19691518
30,60,72,0.1,0.170919,0.293158,0.147962,,0.26340241
30,60,72,0.5,0.111017,0.339213,0.107278,,0.506843169
30,60,72,1,0.072708,0.394911,0.083621,,0.689028889
30,60,72,2,0.045729,0.483614,0.06522,,0.827223558
30,60,72,3,0.039478,0.551249,0.061876,,0.866340966
30,60,72,4,0.038526,0.602441,0.060242,,0.879787883
30,60,72,5,0.039045,0.636962,0.060304,,0.884483445
30,60,72,6,0.039374,0.673631,0.06067,,0.889554772
30,60,72,7,0.039655,0.702889,0.061116,,0.893191515
30,60,90,0.01,0.190682,0.284122,0.15971,,0.196796994
30,60,90,0.1,0.170598,0.291912,0.14677,,0.262294869
30,60,90,0.5,0.109708,0.334092,0.105833,,0.505597116
30,60,90,1,0.070709,0.387123,0.080953,,0.691113771
30,60,90,2,0.043245,0.473481,0.062761,,0.832619222
30,60,90,3,0.036849,0.539455,0.059449,,0.872119576
30,60,90,4,0.035779,0.589891,0.05791,,0.885629805
30,60,90,5,0.036145,0.623525,0.057806,,0.890414904
30,60,90,6,0.036354,0.659364,0.05794,,0.895492139
30,60,90,7,0.036536,0.687877,0.058158,,0.899129364
30,60,108,0.01,0.190651,0.284039,0.159803,,0.196734711
30,60,108,0.1,0.170298,0.291078,0.146668,,0.261782147
30,60,108,0.5,0.108703,0.330726,0.105189,,0.505253408
30,60,108,1,0.069205,0.381819,0.08002,,0.693120543
30,60,108,2,0.041374,0.466632,0.06222,,0.83711216
30,60,108,3,0.034864,0.531716,0.058889,,0.876931766
30,60,108,4,0.033724,0.581011,0.056827,,0.890281178
30,60,108,5,0.033985,0.614837,0.056611,,0.895240914
30,60,108,6,0.034107,0.649734,0.056781,,0.900248742
30,60,108,7,0.034209,0.678038,0.056797,,0.903940627
30,60,126,0.01,0.190631,0.283998,0.160473,,0.196715751
30,60,126,0.1,0.170132,0.290653,0.147354,,0.261555823
30,60,126,0.5,0.107996,0.328937,0.106024,,0.50566334
30,60,126,1,0.068181,0.378941,0.080051,,0.695022835
30,60,126,2,0.040132,0.46278,0.062507,,0.840401502
30,60,126,3,0.033526,0.527432,0.058991,,0.880468769
30,60,126,4,0.032335,0.576418,0.056968,,0.893766437
30,60,126,5,0.032529,0.60961,0.056964,,0.898685487
30,60,126,6,0.03259,0.644281,0.056871,,0.903703955
30,60,126,7,0.032637,0.672529,0.056872,,0.907434562
30,60,144,0.01,0.190621,0.283988,0.162559,,0.19672404
30,60,144,0.1,0.170036,0.290528,0.149454,,0.261618364
30,60,144,0.5,0.107639,0.328355,0.107615,,0.506236324
30,60,144,1,0.067582,0.377825,0.081395,,0.696538222
30,60,144,2,0.039397,0.461103,0.063698,,0.842569431
30,60,144,3,0.032752,0.525626,0.060753,,0.882688788
30,60,144,4,0.03152,0.574679,0.05868,,0.896007747
30,60,144,5,0.031657,0.607484,0.058703,,0.900938916
30,60,144,6,0.031697,0.641862,0.058738,,0.905882039
30,60,144,7,0.031711,0.669933,0.058518,,0.909609432
30,60,162,0.01,0.190617,0.283993,0.164271,,0.196742589
30,60,162,0.1,0.169993,0.290548,0.150669,,0.261768225
30,60,162,0.5,0.107454,0.328183,0.109302,,0.506681021
30,60,162,1,0.067297,0.377585,0.082363,,0.697461349
30,60,162,2,0.039034,0.46069,0.064662,,0.843777765
30,60,162,3,0.03238,0.525148,0.061807,,0.883844399
30,60,162,4,0.031108,0.574096,0.060193,,0.8971983
30,60,162,5,0.031227,0.606794,0.060112,,0.90211294
30,60,162,6,0.031268,0.641062,0.060384,,0.906986153
30,60,162,7,0.031233,0.668954,0.059727,,0.91078669
30,60,180,0.01,0.190618,0.283996,0.165118,,0.196745144
30,60,180,0.1,0.169984,0.290583,0.151721,,0.261848982
30,60,180,0.5,0.107366,0.328166,0.110366,,0.506966193
30,60,180,1,0.067217,0.377659,0.082996,,0.69781692
30,60,180,2,0.038933,0.460609,0.065502,,0.844125219
30,60,180,3,0.032284,0.524976,0.062461,,0.88413308
30,60,180,4,0.030987,0.574192,0.060772,,0.897593935
30,60,180,5,0.031095,0.606835,0.060864,,0.902512815
30,60,180,6,0.03115,0.641272,0.061006,,0.907349849
30,60,180,7,0.031087,0.668752,0.060474,,0.911159567
40,30,0,0.01,0.191292,0.284491,0.172638,,0.195885519
40,30,0,0.1,0.175764,0.293198,0.160111,,0.250412613
40,30,0,0.5,0.127687,0.338372,0.124,,0.452056499
40,30,0,1,0.093889,0.393413,0.098935,,0.614657851
40,30,0,2,0.064436,0.490184,0.078251,,0.767639104
40,30,0,3,0.054513,0.56937,0.070768,,0.82524608
40,30,0,4,0.051738,0.624615,0.068435,,0.847008884
40,30,0,5,0.051005,0.671659,0.068258,,0.85884173
40,30,0,6,0.051383,0.70832,0.068579,,0.864728716
40,30,0,7,0.052205,0.742081,0.069458,,0.868548608
40,30,18,0.01,0.191287,0.284455,0.172108,,0.19583724
40,30,18,0.1,0.175683,0.292762,0.159654,,0.249931155
40,30,18,0.5,0.126559,0.335438,0.122946,,0.452121983
40,30,18,1,0.091514,0.387342,0.097182,,0.617780711
40,30,18,2,0.06116,0.479681,0.075801,,0.773833715
40,30,18,3,0.051186,0.556156,0.068232,,0.831442581
40,30,18,4,0.048467,0.609817,0.065917,,0.852747446
40,30,18,5,0.047876,0.656026,0.065495,,0.8639697
40,30,18,6,0.048266,0.692052,0.066021,,0.869607385
40,30,18,7,0.049114,0.725447,0.066903,,0.873182357
40,30,36,0.01,0.191272,0.284334,0.170636,,0.195670366
40,30,36,0.1,0.175455,0.291968,0.157828,,0.249266724
40,30,36,0.5,0.125077,0.330967,0.12065,,0.451469595
40,30,36,1,0.08874,0.378715,0.093886,,0.62032709
40,30,36,2,0.057172,0.465339,0.071667,,0.781164416
40,30,36,3,0.046991,0.538344,0.064293,,0.839438954
40,30,36,4,0.044198,0.589666,0.061722,,0.860544218
40,30,36,5,0.043595,0.634276,0.06135,,0.871376707
40,30,36,6,0.043879,0.669047,0.061604,,0.876904475
40,30,36,7,0.04464,0.70137,0.062619,,0.88032332
40,30,54,0.01,0.191252,0.284218,0.168386,,0.195524428
40,30,54,0.1,0.175246,0.290957,0.155782,,0.248198746
40,30,54,0.5,0.123883,0.326125,0.11775,,0.449418677
40,30,54,1,0.086495,0.370347,0.090462,,0.621335166
40,30,54,2,0.053999,0.452563,0.06772,,0.78680201
40,30,54,3,0.043586,0.522775,0.060114,,0.846084035
40,30,54,4,0.040687,0.572414,0.05754,,0.867274723
40,30,54,5,0.039983,0.615675,0.056907,,0.878037025
40,30,54,6,0.040133,0.649491,0.056999,,0.883609039
40,30,54,7,0.040767,0.680679,0.057836,,0.886985305
40,30,72,0.01,0.191229,0.284095,0.166368,,0.195374103
40,30,72,0.1,0.174942,0.289865,0.153582,,0.247248858
40,30,72,0.5,0.122766,0.321299,0.114856,,0.447080945
40,30,72,1,0.084553,0.362436,0.087346,,0.621677491
40,30,72,2,0.051346,0.441194,0.063977,,0.791505258
40,30,72,3,0.040709,0.509335,0.056299,,0.851979114
40,30,72,4,0.037694,0.557805,0.053751,,0.87340365
40,30,72,5,0.036896,0.600059,0.052917,,0.884148802
40,30,72,6,0.036927,0.633133,0.052945,,0.88978002
40,30,72,7,0.037447,0.663476,0.053759,,0.893149461
40,30,90,0.01,0.191208,0.283982,0.164501,,0.19523559
40,30,90,0.1,0.174725,0.288862,0.151416,,0.246204057
40,30,90,0.5,0.121746,0.317091,0.112616,,0.445142502
40,30,90,1,0.082898,0.355558,0.084475,,0.621863995
40,30,90,2,0.049098,0.431465,0.060735,,0.795664668
40,30,90,3,0.038268,0.498051,0.053081,,0.857293887
40,30,90,4,0.035175,0.545775,0.050409,,0.878905241
40,30,90,5,0.034295,0.587137,0.049548,,0.889625896
40,30,90,6,0.034239,0.619726,0.04951,,0.895287974
40,30,90,7,0.034661,0.649478,0.050455,,0.898672638
40,30,108,0.01,0.191189,0.283892,0.163256,,0.195130936
40,30,108,0.1,0.174544,0.28802,0.149899,,0.245319567
40,30,108,0.5,0.120974,0.313717,0.110488,,0.443402325
40,30,108,1,0.081551,0.350026,0.082424,,0.622079026
40,30,108,2,0.04731,0.423875,0.058203,,0.799187156
40,30,108,3,0.036326,0.489309,0.050664,,0.861782416
40,30,108,4,0.033161,0.536648,0.048002,,0.883606612
40,30,108,5,0.032235,0.577208,0.047124,,0.894214881
40,30,108,6,0.032109,0.609367,0.046965,,0.899890253
40,30,108,7,0.032463,0.638805,0.047914,,0.903278571
40,30,126,0.01,0.191175,0.283827,0.162859,,0.195056021
40,30,126,0.1,0.174404,0.287428,0.149708,,0.244729685
40,30,126,0.5,0.120338,0.311201,0.109485,,0.442284475
40,30,126,1,0.080549,0.345996,0.08117,,0.622318864
40,30,126,2,0.045971,0.418349,0.056668,,0.8019857
40,30,126,3,0.034873,0.483013,0.049191,,0.865325574
40,30,126,4,0.031656,0.53009,0.04648,,0.887294258
40,30,126,5,0.030692,0.570194,0.045641,,0.897844183
40,30,126,6,0.030526,0.601908,0.045461,,0.903465026
40,30,126,7,0.030832,0.631321,0.046179,,0.906873487
40,30,144,0.01,0.191165,0.283785,0.162826,,0.195010001
40,30,144,0.1,0.174308,0.28704,0.149008,,0.244353503
40,30,144,0.5,0.119935,0.30967,0.109055,,0.441649888
40,30,144,1,0.079869,0.343474,0.080534,,0.622674758
40,30,144,2,0.045052,0.414751,0.055862,,0.804037816
40,30,144,3,0.033888,0.478888,0.04831,,0.867825327
40,30,144,4,0.030638,0.52603,0.045535,,0.889923617
40,30,144,5,0.029652,0.565728,0.044802,,0.900393026
40,30,144,6,0.02946,0.597132,0.04457,,0.90596752
40,30,144,7,0.029733,0.626616,0.045088,,0.909398811
40,30,162,0.01,0.191158,0.283762,0.16288,,0.19498863
40,30,162,0.1,0.174253,0.28682,0.149199,,0.244141383
40,30,162,0.5,0.119653,0.308867,0.108768,,0.44155232
40,30,162,1,0.079473,0.342056,0.080407,,0.622929858
40,30,162,2,0.044529,0.412904,0.055856,,0.805309193
40,30,162,3,0.033318,0.476782,0.047683,,0.869366791
40,30,162,4,0.030054,0.523775,0.04529,,0.891468305
40,30,162,5,0.029054,0.563406,0.044493,,0.901920805
40,30,162,6,0.028854,0.59447,0.044433,,0.907418935
40,30,162,7,0.029105,0.624142,0.044676,,0.910891286
40,30,180,0.01,0.191156,0.283754,0.163136,,0.194980101
40,30,180,0.1,0.174236,0.286739,0.149116,,0.24405445
40,30,180,0.5,0.119571,0.308633,0.108837,,0.441523199
40,30,180,1,0.079336,0.341629,0.080519,,0.623075553
40,30,180,2,0.044364,0.412346,0.055822,,0.805723544
40,30,180,3,0.033135,0.476117,0.047525,,0.869867963
40,30,180,4,0.029872,0.523108,0.045349,,0.891959926
40,30,180,5,0.028855,0.562697,0.044341,,0.902443065
40,30,180,6,0.028657,0.593603,0.044433,,0.907893806
40,30,180,7,0.028893,0.623389,0.044616,,0.911409482
40,40,0,0.01,0.19226,0.286331,0.175336,,0.19655823
40,40,0,0.1,0.184507,0.310656,0.16777,,0.254762573
40,40,0,0.5,0.157171,0.406451,0.144194,,0.442282239
40,40,0,1,0.132556,0.497276,0.125332,,0.579075055
40,40,0,2,0.102763,0.624945,0.105064,,0.717570784
40,40,0,3,0.087598,0.712376,0.094408,,0.780997882
40,40,0,4,0.080943,0.766621,0.090185,,0.808998495
40,40,0,5,0.076819,0.809813,0.088056,,0.826717285
40,40,0,6,0.075199,0.842901,0.087234,,0.836185601
40,40,0,7,0.07447,0.87215,0.086715,,0.842661258
40,40,18,0.01,0.191184,0.284682,0.173437,,0.196479681
40,40,18,0.1,0.175093,0.295238,0.16103,,0.255447759
40,40,18,0.5,0.125728,0.34745,0.124467,,0.468580534
40,40,18,1,0.091955,0.408716,0.100142,,0.632672953
40,40,18,2,0.06396,0.512174,0.081285,,0.77796832
40,40,18,3,0.055471,0.594614,0.074238,,0.829342317
40,40,18,4,0.053594,0.651173,0.072563,,0.847910018
40,40,18,5,0.053544,0.699446,0.072736,,0.857782972
40,40,18,6,0.054311,0.73761,0.073296,,0.862837328
40,40,18,7,0.055452,0.772285,0.074225,,0.866015413
40,40,36,0.01,0.191162,0.284553,0.171214,,0.196317123
40,40,36,0.1,0.174775,0.293933,0.158548,,0.254226512
40,40,36,0.5,0.123378,0.340358,0.120902,,0.467895527
40,40,36,1,0.087335,0.394857,0.095385,,0.637758403
40,40,36,2,0.057449,0.488664,0.07512,,0.789607645
40,40,36,3,0.048607,0.564955,0.068367,,0.841557984
40,40,36,4,0.046583,0.617446,0.066355,,0.859695887
40,40,36,5,0.046437,0.663098,0.066278,,0.869105823
40,40,36,6,0.047008,0.698918,0.066742,,0.873960688
40,40,36,7,0.04798,0.731958,0.067811,,0.876964579
40,40,54,0.01,0.191134,0.284388,0.168267,,0.196108697
40,40,54,0.1,0.174481,0.292467,0.155772,,0.252674816
40,40,54,0.5,0.121704,0.333637,0.117304,,0.46543799
40,40,54,1,0.084386,0.383474,0.090864,,0.639268157
40,40,54,2,0.053406,0.471602,0.069685,,0.796551672
40,40,54,3,0.044227,0.544379,0.062746,,0.849722905
40,40,54,4,0.042,0.594576,0.060786,,0.868044036
40,40,54,5,0.041661,0.638281,0.060448,,0.877457195
40,40,54,6,0.042009,0.672548,0.060523,,0.882419457
40,40,54,7,0.042802,0.704131,0.061554,,0.885392666
40,40,72,0.01,0.191103,0.284221,0.16556,,0.195904267
40,40,72,0.1,0.174172,0.290992,0.152601,,0.251137233
40,40,72,0.5,0.120269,0.327381,0.113582,,0.462665028
40,40,72,1,0.081972,0.373316,0.086861,,0.639911441
40,40,72,2,0.050123,0.457295,0.064923,,0.802439015
40,40,72,3,0.040671,0.527499,0.057984,,0.856835102
40,40,72,4,0.038289,0.576389,0.055908,,0.875417698
40,40,72,5,0.037806,0.618725,0.055352,,0.884831029
40,40,72,6,0.037985,0.65204,0.055519,,0.88990254
40,40,72,7,0.038616,0.682403,0.056349,,0.892884931
40,40,90,0.01,0.191074,0.284076,0.163549,,0.195731874
40,40,90,0.1,0.173889,0.289711,0.14988,,0.249831752
40,40,90,0.5,0.119035,0.322107,0.110616,,0.460332501
40,40,90,1,0.079931,0.364644,0.0837,,0.640416128
40,40,90,2,0.047424,0.445578,0.061402,,0.807611328
40,40,90,3,0.037753,0.514023,0.054316,,0.863158238
40,40,90,4,0.035254,0.562084,0.052331,,0.881962976
40,40,90,5,0.034676,0.603308,0.051452,,0.89129508
40,40,90,6,0.034738,0.636242,0.051619,,0.89645593
40,40,90,7,0.035238,0.665624,0.052669,,0.899443828
40,40,108,0.01,0.191051,0.283971,0.162464,,0.195611993
40,40,108,0.1,0.17365,0.28876,0.148725,,0.248934928
40,40,108,0.5,0.118047,0.318074,0.109062,,0.458650237
40,40,108,1,0.078349,0.358439,0.081539,,0.641249302
40,40,108,2,0.045367,0.437102,0.058855,,0.811938176
40,40,108,3,0.035525,0.504291,0.051843,,0.868381078
40,40,108,4,0.032947,0.551934,0.049702,,0.887337766
40,40,108,5,0.032302,0.592321,0.049061,,0.896571212
40,40,108,6,0.032287,0.624827,0.049118,,0.901730902
40,40,108,7,0.032694,0.653777,0.049892,,0.904747615
40,40,126,0.01,0.191034,0.283904,0.162559,,0.195541313
40,40,126,0.1,0.173488,0.288146,0.148703,,0.248374253
40,40,126,0.5,0.117325,0.315536,0.108352,,0.457909121
40,40,126,1,0.077219,0.354306,0.080567,,0.642111118
40,40,126,2,0.043896,0.431451,0.057613,,0.815309658
40,40,126,3,0.03394,0.497924,0.050809,,0.872373389
40,40,126,4,0.031308,0.545361,0.048556,,0.89141778
40,40,126,5,0.030624,0.585207,0.047951,,0.900544143
40,40,126,6,0.030555,0.617178,0.047881,,0.905655571
40,40,126,7,0.03091,0.646257,0.048639,,0.908707896
40,40,144,0.01,0.191023,0.283868,0.163673,,0.195508022
40,40,144,0.1,0.173385,0.287678,0.149226,,0.247890202
40,40,144,0.5,0.116891,0.3142,0.108532,,0.457696867
40,40,144,1,0.076494,0.351941,0.080762,,0.642914328
40,40,144,2,0.042961,0.428318,0.05755,,0.817683368
40,40,144,3,0.032931,0.494245,0.050862,,0.875066391
40,40,144,4,0.03027,0.541705,0.048276,,0.894156213
40,40,144,5,0.029552,0.581277,0.047492,,0.903239696
40,40,144,6,0.029458,0.612845,0.047554,,0.908273821
40,40,144,7,0.029767,0.642045,0.048111,,0.911382946
40,40,162,0.01,0.191016,0.283852,0.163905,,0.195498539
40,40,162,0.1,0.173329,0.287516,0.14928,,0.247777452
40,40,162,0.5,0.116609,0.31366,0.108808,,0.457971641
40,40,162,1,0.076115,0.350942,0.08117,,0.643537045
40,40,162,2,0.042452,0.426916,0.057918,,0.819109952
40,40,162,3,0.032391,0.492777,0.050851,,0.876645188
40,40,162,4,0.029703,0.540156,0.048556,,0.89575316
40,40,162,5,0.028975,0.579598,0.047813,,0.904777241
40,40,162,6,0.028876,0.610763,0.048077,,0.909711572
40,40,162,7,0.029156,0.640129,0.048491,,0.912874187
40,40,180,0.01,0.191014,0.283846,0.164567,,0.195493409
40,40,180,0.1,0.173312,0.287452,0.15005,,0.247719006
40,40,180,0.5,0.116536,0.313533,0.109011,,0.458059056
40,40,180,1,0.075988,0.350697,0.081607,,0.643821555
40,40,180,2,0.0423,0.426589,0.058168,,0.819573502
40,40,180,3,0.032221,0.492409,0.051006,,0.877166765
40,40,180,4,0.029529,0.53968,0.04896,,0.896245492
40,40,180,5,0.028788,0.579098,0.048054,,0.905284872
40,40,180,6,0.028689,0.609982,0.0482,,0.910160317
40,40,180,7,0.028958,0.639744,0.048453,,0.913390419
40,50,0,0.01,0.191111,0.285194,0.175604,,0.197526795
40,50,0,0.1,0.174214,0.299002,0.162837,,0.263701988
40,50,0,0.5,0.123953,0.365138,0.126235,,0.49312909
40,50,0,1,0.091687,0.438621,0.104207,,0.654212269
40,50,0,2,0.06699,0.555308,0.088034,,0.78470122
40,50,0,3,0.060769,0.644168,0.082438,,0.827590267
40,50,0,4,0.060187,0.704234,0.081841,,0.842529182
40,50,0,5,0.060973,0.754512,0.08237,,0.850461995
40,50,0,6,0.062386,0.795001,0.083746,,0.854474117
40,50,0,7,0.063991,0.831954,0.084533,,0.857154178
40,50,18,0.01,0.1911,0.285119,0.174465,,0.197428074
40,50,18,0.1,0.173928,0.298194,0.16156,,0.263207391
40,50,18,0.5,0.121982,0.359855,0.12458,,0.493679398
40,50,18,1,0.087913,0.428037,0.101378,,0.659218917
40,50,18,2,0.061802,0.536541,0.083973,,0.793422836
40,50,18,3,0.055269,0.620021,0.078466,,0.836310326
40,50,18,4,0.054548,0.676437,0.077781,,0.850754803
40,50,18,5,0.055233,0.724611,0.078335,,0.858348593
40,50,18,6,0.056469,0.764021,0.079054,,0.862352984
40,50,18,7,0.057961,0.799246,0.080232,,0.864767787
40,50,36,0.01,0.191071,0.284945,0.170957,,0.197207657
40,50,36,0.1,0.173556,0.296561,0.158198,,0.261647632
40,50,36,0.5,0.119864,0.352224,0.120165,,0.49219637
40,50,36,1,0.083963,0.414322,0.096079,,0.662992063
40,50,36,2,0.056376,0.514466,0.078259,,0.802481247
40,50,36,3,0.049331,0.592397,0.072439,,0.846255735
40,50,36,4,0.04828,0.644704,0.071103,,0.860660564
40,50,36,5,0.048658,0.690025,0.071461,,0.868257426
40,50,36,6,0.049525,0.726952,0.07173,,0.872436659
40,50,36,7,0.050721,0.759908,0.073303,,0.874860139
40,50,54,0.01,0.191032,0.284728,0.167125,,0.196939633
40,50,54,0.1,0.173155,0.294682,0.154549,,0.25976355
40,50,54,0.5,0.117939,0.344175,0.115658,,0.489567509
40,50,54,1,0.08072,0.401008,0.090951,,0.664873123
40,50,54,2,0.052081,0.49525,0.072054,,0.809691028
40,50,54,3,0.044632,0.569473,0.066342,,0.85464375
40,50,54,4,0.043319,0.619446,0.064817,,0.869277949
40,50,54,5,0.043416,0.662524,0.064824,,0.876998045
40,50,54,6,0.04398,0.697369,0.065255,,0.881351428
40,50,54,7,0.044928,0.72878,0.066483,,0.883863163
40,50,72,0.01,0.190992,0.284517,0.164719,,0.196683974
40,50,72,0.1,0.172755,0.292833,0.15104,,0.257906132
40,50,72,0.5,0.116163,0.336481,0.111687,,0.486735713
40,50,72,1,0.077923,0.388931,0.086553,,0.666178291
40,50,72,2,0.048416,0.478828,0.066855,,0.816343097
40,50,72,3,0.040685,0.550434,0.061022,,0.862345822
40,50,72,4,0.039155,0.599077,0.059407,,0.877301671
40,50,72,5,0.039062,0.640655,0.059047,,0.885063931
40,50,72,6,0.039415,0.674328,0.059535,,0.889554083
40,50,72,7,0.040153,0.704208,0.060834,,0.892114176
40,50,90,0.01,0.190956,0.284346,0.162269,,0.196485603
40,50,90,0.1,0.172405,0.291314,0.148612,,0.256424688
40,50,90,0.5,0.114696,0.330232,0.108761,,0.484428941
40,50,90,1,0.075591,0.379082,0.083438,,0.667492901
40,50,90,2,0.045424,0.465962,0.063432,,0.822349458
40,50,90,3,0.037469,0.535697,0.057568,,0.869256027
40,50,90,4,0.035796,0.583454,0.055596,,0.88438918
40,50,90,5,0.035576,0.62393,0.055282,,0.892113188
40,50,90,6,0.035787,0.657245,0.055697,,0.896723384
40,50,90,7,0.036364,0.686028,0.05669,,0.899323359
40,50,108,0.01,0.190929,0.284237,0.162271,,0.196369269
40,50,108,0.1,0.172142,0.290314,0.147821,,0.255531337
40,50,108,0.5,0.113588,0.326207,0.107737,,0.483450244
40,50,108,1,0.073862,0.372673,0.081665,,0.669177108
40,50,108,2,0.043239,0.45751,0.061538,,0.827302701
40,50,108,3,0.035125,0.526063,0.055452,,0.874819134
40,50,108,4,0.033358,0.573233,0.053689,,0.890014854
40,50,108,5,0.033055,0.612864,0.053278,,0.897649705
40,50,108,6,0.033181,0.645626,0.053628,,0.902237308
40,50,108,7,0.033642,0.673971,0.054552,,0.904914127
40,50,126,0.01,0.190911,0.284183,0.163407,,0.196323254
40,50,126,0.1,0.171971,0.2898,0.149149,,0.255167605
40,50,126,0.5,0.112888,0.324172,0.107885,,0.483421041
40,50,126,1,0.072721,0.369255,0.082001,,0.670927833
40,50,126,2,0.041795,0.452783,0.061359,,0.830987225
40,50,126,3,0.033584,0.520799,0.055922,,0.878841884
40,50,126,4,0.03176,0.56775,0.053732,,0.894046805
40,50,126,5,0.0314,0.606792,0.05335,,0.901597012
40,50,126,6,0.031468,0.638924,0.053551,,0.906120598
40,50,126,7,0.031863,0.667331,0.05408,,0.908857914
40,50,144,0.01,0.1909,0.284168,0.165521,,0.196325579
40,50,144,0.1,0.171877,0.289631,0.150709,,0.255150507
40,50,144,0.5,0.112433,0.323436,0.10981,,0.484097286
40,50,144,1,0.072067,0.36795,0.083507,,0.672435383
40,50,144,2,0.040965,0.450988,0.062753,,0.8334597
40,50,144,3,0.032699,0.518606,0.057504,,0.881376008
40,50,144,4,0.030841,0.56566,0.055136,,0.896593635
40,50,144,5,0.030449,0.604459,0.054477,,0.904083741
40,50,144,6,0.030486,0.636176,0.054628,,0.90854136
40,50,144,7,0.030837,0.664725,0.055193,,0.911332131
40,50,162,0.01,0.190895,0.284169,0.167309,,0.196339862
40,50,162,0.1,0.171831,0.289619,0.15247,,0.255256257
40,50,162,0.5,0.112251,0.323505,0.111377,,0.484798832
40,50,162,1,0.071743,0.367865,0.084911,,0.673604666
40,50,162,2,0.040571,0.450708,0.064684,,0.834835195
40,50,162,3,0.032281,0.518285,0.058683,,0.882735222
40,50,162,4,0.030401,0.565337,0.056674,,0.897938355
40,50,162,5,0.029987,0.604009,0.056091,,0.905403189
40,50,162,6,0.030021,0.635422,0.056366,,0.909771385
40,50,162,7,0.030341,0.664192,0.056885,,0.912629062
40,50,180,0.01,0.190893,0.284168,0.168669,,0.196343206
40,50,180,0.1,0.171819,0.289608,0.153871,,0.255271148
