SZ,VZ,VA,gLAI,BRF_toc,BRF_toc(NIR),BRF_toa,,NDVI
50,60,18,2,0.065055,0.6239,0.10196,,0.811148769
50,60,18,3,0.062906,0.698299,0.099731,,0.834719951
50,60,18,4,0.063722,0.768028,0.100052,,0.846776075
50,60,18,5,0.065346,0.814289,0.101386,,0.851424739
50,60,18,6,0.067095,0.854002,0.100011,,0.854315018
50,60,18,7,0.068924,0.884122,0.10172,,0.855360602
50,60,36,0.01,0.190783,0.28587,0.177758,,0.199488936
50,60,36,0.1,0.170707,0.307266,0.166008,,0.285704423
50,60,36,0.5,0.113331,0.393778,0.128191,,0.553031005
50,60,36,1,0.079466,0.474293,0.105193,,0.712994281
50,60,36,2,0.058372,0.592407,0.092606,,0.82060884
50,60,36,3,0.055444,0.659902,0.091083,,0.844986901
50,60,36,4,0.055586,0.724206,0.090795,,0.857433777
50,60,36,5,0.056587,0.766427,0.091637,,0.862488366
50,60,36,6,0.057736,0.802833,0.089687,,0.86581901
50,60,36,7,0.05902,0.82989,0.091382,,0.867208154
50,60,54,0.01,0.190709,0.285509,0.171402,,0.199068494
50,60,54,0.1,0.170036,0.303784,0.158444,,0.28227597
50,60,54,0.5,0.110384,0.380579,0.120168,,0.550336787
50,60,54,1,0.074941,0.454171,0.097261,,0.716729161
50,60,54,2,0.052743,0.564989,0.083845,,0.829236627
50,60,54,3,0.049277,0.628257,0.082179,,0.854540141
50,60,54,4,0.048984,0.689552,0.08146,,0.867348376
50,60,54,5,0.049565,0.729393,0.081996,,0.87274025
50,60,54,6,0.050328,0.763608,0.080019,,0.876334257
50,60,54,7,0.051207,0.788563,0.081316,,0.878045179
50,60,72,0.01,0.190635,0.28518,0.167058,,0.198701176
50,60,72,0.1,0.169394,0.300491,0.153841,,0.278998053
50,60,72,0.5,0.107719,0.369095,0.114561,,0.548171824
50,60,72,1,0.070983,0.436919,0.090496,,0.720485448
50,60,72,2,0.047929,0.542611,0.077053,,0.83767738
50,60,72,3,0.044091,0.603398,0.074973,,0.863809269
50,60,72,4,0.043543,0.662615,0.074638,,0.876676325
50,60,72,5,0.043893,0.700792,0.075389,,0.8821166
50,60,72,6,0.044384,0.733424,0.073562,,0.885874149
50,60,72,7,0.044998,0.75734,0.074538,,0.887832809
50,60,90,0.01,0.190576,0.284951,0.16599,,0.19846402
50,60,90,0.1,0.168827,0.298303,0.152515,,0.277173378
50,60,90,0.5,0.105655,0.361031,0.112283,,0.547211616
50,60,90,1,0.067916,0.425068,0.088382,,0.72446976
50,60,90,2,0.044245,0.527133,0.073623,,0.845128794
50,60,90,3,0.040168,0.58667,0.071878,,0.871839295
50,60,90,4,0.03945,0.644564,0.071515,,0.884651484
50,60,90,5,0.039656,0.681921,0.071978,,0.890085188
50,60,90,6,0.039984,0.713424,0.070205,,0.893858308
50,60,90,7,0.040434,0.736833,0.070912,,0.895958532
50,60,108,0.01,0.190539,0.284861,0.170213,,0.198405553
50,60,108,0.1,0.168513,0.297455,0.15503,,0.276718573
50,60,108,0.5,0.104359,0.357781,0.114463,,0.548366296
50,60,108,1,0.065997,0.420049,0.090287,,0.728433111
50,60,108,2,0.04196,0.520246,0.075351,,0.850730871
50,60,108,3,0.037745,0.57917,0.073272,,0.877633061
50,60,108,4,0.036923,0.636397,0.073274,,0.890325551
50,60,108,5,0.037053,0.673008,0.073522,,0.895634319
50,60,108,6,0.037275,0.703669,0.07236,,0.899385109
50,60,108,7,0.037633,0.726293,0.072588,,0.90147475
50,60,126,0.01,0.190524,0.284887,0.177686,,0.198487204
50,60,126,0.1,0.168381,0.297707,0.162416,,0.277471207
50,60,126,0.5,0.103751,0.358333,0.122221,,0.550943119
50,60,126,1,0.065115,0.420646,0.098183,,0.731905196
50,60,126,2,0.040906,0.520458,0.082537,,0.854262119
50,60,126,3,0.036622,0.57899,0.080052,,0.881022462
50,60,126,4,0.035737,0.635611,0.080468,,0.893536586
50,60,126,5,0.035799,0.672178,0.080319,,0.898869596
50,60,126,6,0.035977,0.701898,0.0795,,0.902484838
50,60,126,7,0.036261,0.723936,0.079717,,0.904601044
50,60,144,0.01,0.190523,0.28498,0.188515,,0.198646486
50,60,144,0.1,0.168373,0.298587,0.173504,,0.27885472
50,60,144,0.5,0.103672,0.361166,0.133068,,0.553943524
50,60,144,1,0.064947,0.424497,0.1089,,0.734609067
50,60,144,2,0.040712,0.524596,0.09268,,0.855965244
50,60,144,3,0.036403,0.582974,0.090136,,0.882452852
50,60,144,4,0.035488,0.639602,0.091361,,0.894864388
50,60,144,5,0.035502,0.675956,0.090892,,0.900199309
50,60,144,6,0.035642,0.704597,0.089559,,0.903701372
50,60,144,7,0.035894,0.726692,0.090187,,0.905862421
50,60,162,0.01,0.190528,0.285075,0.199265,,0.198793952
50,60,162,0.1,0.168418,0.299482,0.183713,,0.280111135
50,60,162,0.5,0.103771,0.364146,0.142754,,0.556455525
50,60,162,1,0.065105,0.428472,0.117868,,0.736191111
50,60,162,2,0.040897,0.529134,0.102545,,0.856509558
50,60,162,3,0.036577,0.587743,0.099998,,0.882826115
50,60,162,4,0.035642,0.644325,0.100915,,0.895165501
50,60,162,5,0.035627,0.680256,0.101498,,0.900466976
50,60,162,6,0.035751,0.708906,0.099224,,0.903979953
50,60,162,7,0.035979,0.73052,0.100039,,0.906121208
50,60,180,0.01,0.190531,0.285118,0.204307,,0.198858822
50,60,180,0.1,0.16844,0.299857,0.188272,,0.280627465
50,60,180,0.5,0.103851,0.36539,0.147849,,0.557366044
50,60,180,1,0.065197,0.430211,0.122952,,0.736794723
50,60,180,2,0.041029,0.531099,0.108029,,0.856574053
50,60,180,3,0.036707,0.58967,0.104665,,0.882795824
50,60,180,4,0.035754,0.646309,0.105608,,0.895159245
50,60,180,5,0.035716,0.68185,0.106757,,0.900452363
50,60,180,6,0.035847,0.711013,0.103766,,0.904006106
50,60,180,7,0.036054,0.732326,0.10413,,0.906155808
55,30,0,0.01,0.191048,0.284561,0.170714,,0.196617389
55,30,0,0.1,0.172994,0.295855,0.158089,,0.262048122
55,30,0,0.5,0.118297,0.346068,0.11959,,0.49049993
55,30,0,1,0.082445,0.403373,0.094794,,0.660593062
55,30,0,2,0.054243,0.49651,0.076712,,0.803022408
55,30,0,3,0.047005,0.564419,0.071065,,0.846244178
55,30,0,4,0.045304,0.615475,0.070552,,0.862876998
55,30,0,5,0.045548,0.655395,0.070216,,0.870037935
55,30,0,6,0.046143,0.686632,0.070491,,0.874059568
55,30,0,7,0.046491,0.716595,0.070364,,0.878150038
55,30,18,0.01,0.191042,0.284524,0.169961,,0.196569982
55,30,18,0.1,0.172918,0.295475,0.157509,,0.261654209
55,30,18,0.5,0.11788,0.344439,0.118643,,0.490049079
55,30,18,1,0.081771,0.400687,0.093428,,0.661023343
55,30,18,2,0.053368,0.492612,0.075554,,0.80450566
55,30,18,3,0.046046,0.559731,0.069718,,0.847977061
55,30,18,4,0.044324,0.610522,0.069285,,0.864627714
55,30,18,5,0.044524,0.650055,0.068795,,0.871795721
55,30,18,6,0.045091,0.680809,0.069195,,0.875765257
55,30,18,7,0.045403,0.71069,0.068834,,0.879901017
55,30,36,0.01,0.191022,0.284427,0.167719,,0.196456402
55,30,36,0.1,0.172726,0.294464,0.155244,,0.260574927
55,30,36,0.5,0.116899,0.340263,0.115892,,0.48858829
55,30,36,1,0.080179,0.393943,0.090607,,0.661779036
55,30,36,2,0.051262,0.483158,0.072054,,0.808158377
55,30,36,3,0.043851,0.548778,0.06628,,0.852011967
55,30,36,4,0.042019,0.598563,0.06575,,0.868809926
55,30,36,5,0.042118,0.637348,0.065379,,0.876026173
55,30,36,6,0.042593,0.667485,0.065703,,0.880032898
55,30,36,7,0.042826,0.69678,0.065234,,0.884192394
55,30,54,0.01,0.190996,0.284295,0.165314,,0.196298689
55,30,54,0.1,0.172405,0.293119,0.15271,,0.259307791
55,30,54,0.5,0.115672,0.334824,0.112946,,0.486468248
55,30,54,1,0.078244,0.385428,0.087205,,0.662502804
55,30,54,2,0.048749,0.471579,0.068066,,0.812622038
55,30,54,3,0.041194,0.535612,0.062289,,0.857165147
55,30,54,4,0.039256,0.584331,0.061499,,0.874096157
55,30,54,5,0.039255,0.622369,0.061192,,0.881337436
55,30,54,6,0.039625,0.651969,0.061632,,0.885409648
55,30,54,7,0.039758,0.680717,0.060835,,0.889633922
55,30,72,0.01,0.190967,0.284158,0.163307,,0.196139963
55,30,72,0.1,0.172118,0.291698,0.150448,,0.257817755
55,30,72,0.5,0.114427,0.329373,0.109704,,0.48433078
55,30,72,1,0.076307,0.37685,0.083711,,0.663220473
55,30,72,2,0.046244,0.460287,0.064428,,0.817409004
55,30,72,3,0.038544,0.522952,0.058476,,0.862709619
55,30,72,4,0.036511,0.57074,0.057671,,0.879749889
55,30,72,5,0.036421,0.608151,0.057221,,0.886991678
55,30,72,6,0.036716,0.637443,0.057643,,0.891076141
55,30,72,7,0.036759,0.665613,0.057017,,0.895328971
55,30,90,0.01,0.19094,0.28404,0.161407,,0.196008253
55,30,90,0.1,0.171857,0.290494,0.148525,,0.256595098
55,30,90,0.5,0.113302,0.324675,0.107469,,0.482612101
55,30,90,1,0.074582,0.369562,0.08121,,0.664153968
55,30,90,2,0.044038,0.450646,0.061447,,0.821955026
55,30,90,3,0.036216,0.512321,0.055724,,0.867954213
55,30,90,4,0.034114,0.559465,0.054499,,0.885056581
55,30,90,5,0.033942,0.596464,0.054245,,0.892317015
55,30,90,6,0.034178,0.625469,0.054823,,0.896374879
55,30,90,7,0.034148,0.653051,0.053861,,0.900616852
55,30,108,0.01,0.190919,0.283955,0.160659,,0.195917233
55,30,108,0.1,0.171649,0.289637,0.147964,,0.255780579
55,30,108,0.5,0.112413,0.321267,0.106515,,0.481585501
55,30,108,1,0.073222,0.364419,0.079877,,0.665378701
55,30,108,2,0.042323,0.443787,0.059874,,0.825870688
55,30,108,3,0.034403,0.504813,0.054134,,0.87239622
55,30,108,4,0.032247,0.551432,0.053015,,0.889504334
55,30,108,5,0.032031,0.588071,0.052311,,0.89669119
55,30,108,6,0.032222,0.616841,0.052936,,0.900712258
55,30,108,7,0.03214,0.643939,0.051975,,0.904922354
55,30,126,0.01,0.190904,0.283905,0.161161,,0.195870339
55,30,126,0.1,0.17149,0.28913,0.14882,,0.255394903
55,30,126,0.5,0.111809,0.319228,0.106637,,0.48120927
55,30,126,1,0.072259,0.361192,0.079602,,0.666587457
55,30,126,2,0.04111,0.439624,0.05931,,0.828969867
55,30,126,3,0.03313,0.500083,0.053881,,0.875734463
55,30,126,4,0.030929,0.546441,0.052743,,0.892862463
55,30,126,5,0.03069,0.582867,0.05202,,0.899960395
55,30,126,6,0.030844,0.611565,0.052616,,0.903973948
55,30,126,7,0.030724,0.638329,0.051428,,0.908156753
55,30,144,0.01,0.190895,0.283882,0.162466,,0.195854054
55,30,144,0.1,0.171401,0.288898,0.14966,,0.25526234
55,30,144,0.5,0.111432,0.318278,0.107464,,0.481361849
55,30,144,1,0.071671,0.359708,0.080041,,0.667712151
55,30,144,2,0.040357,0.437546,0.059941,,0.831107986
55,30,144,3,0.032343,0.497731,0.05431,,0.877967982
55,30,144,4,0.030115,0.543924,0.05312,,0.895076815
55,30,144,5,0.029859,0.580176,0.052563,,0.902107256
55,30,144,6,0.029989,0.608884,0.052886,,0.906119057
55,30,144,7,0.029848,0.635545,0.051866,,0.910284599
55,30,162,0.01,0.19089,0.283876,0.163113,,0.195856485
55,30,162,0.1,0.171355,0.28883,0.15033,,0.255277769
55,30,162,0.5,0.111244,0.317969,0.108442,,0.481637322
55,30,162,1,0.071348,0.359136,0.080892,,0.668521943
55,30,162,2,0.039955,0.436784,0.060695,,0.832382079
55,30,162,3,0.031934,0.496884,0.054961,,0.879224989
55,30,162,4,0.029689,0.542841,0.054113,,0.896288404
55,30,162,5,0.029418,0.579115,0.053438,,0.903315022
55,30,162,6,0.029533,0.6077,0.053656,,0.90730863
55,30,162,7,0.029389,0.63427,0.052715,,0.911433432
55,30,180,0.01,0.190888,0.283877,0.163621,,0.195863217
55,30,180,0.1,0.171343,0.288823,0.15055,,0.255299175
55,30,180,0.5,0.111155,0.317895,0.108771,,0.481855262
55,30,180,1,0.071259,0.359013,0.08129,,0.668772311
55,30,180,2,0.039833,0.4366,0.061255,,0.832786562
55,30,180,3,0.031807,0.496654,0.055238,,0.87962404
55,30,180,4,0.029567,0.542542,0.054445,,0.896638578
55,30,180,5,0.029289,0.578844,0.053867,,0.903675676
55,30,180,6,0.029393,0.607305,0.054022,,0.907670513
55,30,180,7,0.029249,0.633915,0.053013,,0.911789542
55,40,0,0.01,0.190991,0.284956,0.175946,,0.197427445
55,40,0,0.1,0.172814,0.300333,0.163484,,0.269512435
55,40,0,0.5,0.119257,0.365556,0.126219,,0.508028869
55,40,0,1,0.085498,0.436265,0.103283,,0.67227266
55,40,0,2,0.060207,0.54422,0.087528,,0.800779912
55,40,0,3,0.054319,0.619527,0.082483,,0.838779187
55,40,0,4,0.053371,0.674906,0.082615,,0.853432142
55,40,0,5,0.054179,0.717718,0.08271,,0.859621167
55,40,0,6,0.055144,0.750979,0.083138,,0.863187131
55,40,0,7,0.05581,0.782885,0.083278,,0.866912286
55,40,18,0.01,0.190979,0.284896,0.17487,,0.197356449
55,40,18,0.1,0.172634,0.299563,0.162126,,0.268805181
55,40,18,0.5,0.118263,0.362243,0.12464,,0.507756407
55,40,18,1,0.083734,0.430147,0.101064,,0.674111321
55,40,18,2,0.05786,0.534414,0.085228,,0.804617457
55,40,18,3,0.051863,0.607511,0.080076,,0.842690188
55,40,18,4,0.050828,0.661513,0.079902,,0.857293066
55,40,18,5,0.051518,0.703459,0.07992,,0.863524319
55,40,18,6,0.052414,0.735626,0.080341,,0.866976296
55,40,18,7,0.053003,0.767217,0.080191,,0.870759065
55,40,36,0.01,0.190949,0.28474,0.171235,,0.197168738
55,40,36,0.1,0.172314,0.297956,0.158912,,0.267169924
55,40,36,0.5,0.116483,0.35515,0.120198,,0.506043894
55,40,36,1,0.08083,0.418311,0.095931,,0.67612358
55,40,36,2,0.054033,0.517176,0.079289,,0.810811804
55,40,36,3,0.047796,0.586966,0.074657,,0.849404974
55,40,36,4,0.046537,0.638938,0.074218,,0.864219702
55,40,36,5,0.046994,0.679237,0.073979,,0.870581124
55,40,36,6,0.04771,0.709916,0.074394,,0.874053953
55,40,36,7,0.048113,0.740543,0.073911,,0.877987361
55,40,54,0.01,0.190909,0.284539,0.167588,,0.196930053
55,40,54,0.1,0.171919,0.295887,0.154654,,0.264998739
55,40,54,0.5,0.114615,0.346836,0.115106,,0.503240864
55,40,54,1,0.077903,0.405416,0.090418,,0.677633199
55,40,54,2,0.050258,0.499644,0.07325,,0.817211067
55,40,54,3,0.043785,0.566838,0.068192,,0.85658909
55,40,54,4,0.042317,0.617117,0.067692,,0.871656602
55,40,54,5,0.042584,0.655886,0.067356,,0.878064913
55,40,54,6,0.04312,0.685681,0.067867,,0.881668659
55,40,54,7,0.04334,0.715237,0.067407,,0.885733419
55,40,72,0.01,0.190867,0.284342,0.164355,,0.196702924
55,40,72,0.1,0.171507,0.29388,0.151228,,0.262948901
55,40,72,0.5,0.112865,0.33913,0.110681,,0.500591821
55,40,72,1,0.075197,0.39352,0.085848,,0.679136878
55,40,72,2,0.04681,0.483923,0.068217,,0.823602452
55,40,72,3,0.040123,0.549159,0.062942,,0.863824111
55,40,72,4,0.038514,0.598201,0.062322,,0.879022797
55,40,72,5,0.038643,0.636024,0.061899,,0.885445709
55,40,72,6,0.039046,0.665296,0.062636,,0.889127725
55,40,72,7,0.039129,0.69391,0.061719,,0.893241697
55,40,90,0.01,0.190831,0.284183,0.162435,,0.196524734
55,40,90,0.1,0.171139,0.292282,0.149366,,0.261410251
55,40,90,0.5,0.111378,0.332894,0.108216,,0.498604459
55,40,90,1,0.072928,0.384078,0.083101,,0.680844453
55,40,90,2,0.043954,0.47169,0.064526,,0.82951804
55,40,90,3,0.037119,0.53561,0.059517,,0.870378486
55,40,90,4,0.035397,0.583805,0.058789,,0.885668974
55,40,90,5,0.035429,0.621061,0.058181,,0.892065378
55,40,90,6,0.035736,0.649812,0.058989,,0.895744718
55,40,90,7,0.035718,0.677769,0.058068,,0.899877643
55,40,108,0.01,0.190804,0.284087,0.16232,,0.196430339
55,40,108,0.1,0.170881,0.291196,0.149161,,0.260378681
55,40,108,0.5,0.110303,0.329136,0.107872,,0.497982655
55,40,108,1,0.07129,0.378347,0.081987,,0.682899761
55,40,108,2,0.041915,0.464223,0.063474,,0.834373234
55,40,108,3,0.034965,0.527271,0.058354,,0.875621625
55,40,108,4,0.033171,0.574878,0.057601,,0.890893662
55,40,108,5,0.033145,0.611718,0.056804,,0.897202972
55,40,108,6,0.033395,0.64035,0.057783,,0.900867539
55,40,108,7,0.033308,0.667487,0.056643,,0.904942244
55,40,126,0.01,0.190788,0.284048,0.164358,,0.196404653
55,40,126,0.1,0.170721,0.290797,0.151157,,0.260176201
55,40,126,0.5,0.109603,0.327567,0.109618,,0.4985795
55,40,126,1,0.070235,0.375716,0.083159,,0.685010237
55,40,126,2,0.040623,0.46075,0.064551,,0.837952981
55,40,126,3,0.033611,0.523356,0.059456,,0.879307033
55,40,126,4,0.031775,0.570612,0.058593,,0.894503035
55,40,126,5,0.031713,0.607121,0.05789,,0.900715992
55,40,126,6,0.031928,0.635718,0.05874,,0.9043565
55,40,126,7,0.031793,0.662421,0.057457,,0.908405765
55,40,144,0.01,0.19078,0.284047,0.167157,,0.196423118
55,40,144,0.1,0.170643,0.290793,0.15443,,0.260382805
55,40,144,0.5,0.109279,0.327458,0.112693,,0.4995661
55,40,144,1,0.069694,0.375381,0.085553,,0.686821322
55,40,144,2,0.039947,0.460108,0.067394,,0.840229575
55,40,144,3,0.032913,0.522555,0.062422,,0.881494524
55,40,144,4,0.031042,0.569551,0.061162,,0.896628832
55,40,144,5,0.030958,0.605756,0.060775,,0.902756968
55,40,144,6,0.031153,0.634458,0.061366,,0.906392773
55,40,144,7,0.030988,0.661082,0.059884,,0.910448365
55,40,162,0.01,0.190776,0.284063,0.170039,,0.196460274
55,40,162,0.1,0.170616,0.290939,0.157242,,0.260690492
55,40,162,0.5,0.109146,0.327853,0.115422,,0.500474829
55,40,162,1,0.069477,0.375869,0.088224,,0.68798642
55,40,162,2,0.039667,0.460615,0.070069,,0.841421438
55,40,162,3,0.032632,0.523182,0.064625,,0.882579424
55,40,162,4,0.030744,0.570027,0.063815,,0.897651518
55,40,162,5,0.030644,0.606254,0.063252,,0.903771091
55,40,162,6,0.030816,0.634804,0.063824,,0.907406628
55,40,162,7,0.030651,0.661377,0.062374,,0.911416879
55,40,180,0.01,0.190775,0.284074,0.171338,,0.196481408
55,40,180,0.1,0.17061,0.29102,0.158425,,0.260836601
55,40,180,0.5,0.10912,0.328084,0.116574,,0.500827989
55,40,180,1,0.069436,0.3762,0.089186,,0.688373471
55,40,180,2,0.039601,0.46098,0.071486,,0.841779852
55,40,180,3,0.03256,0.52355,0.065555,,0.882900865
55,40,180,4,0.030683,0.570148,0.065209,,0.897864791
55,40,180,5,0.030564,0.606633,0.064325,,0.904067345
55,40,180,6,0.030725,0.634888,0.064852,,0.907679087
55,40,180,7,0.030563,0.661692,0.063667,,0.911700168
55,50,0,0.01,0.190944,0.285596,0.182116,,0.19862341
55,50,0,0.1,0.1726,0.306969,0.170119,,0.280187001
55,50,0,0.5,0.122822,0.398584,0.135981,,0.528881524
55,50,0,1,0.094165,0.494724,0.116389,,0.6801944
55,50,0,2,0.073945,0.631415,0.104133,,0.790334014
55,50,0,3,0.069953,0.720596,0.100521,,0.823026783
55,50,0,4,0.069835,0.782797,0.100646,,0.836189587
55,50,0,5,0.071303,0.829598,0.101083,,0.841707357
55,50,0,6,0.072536,0.865138,0.101976,,0.845285248
55,50,0,7,0.07349,0.898374,0.10182,,0.848764848
55,50,18,0.01,0.190926,0.285502,0.179978,,0.198510583
55,50,18,0.1,0.172062,0.305382,0.167527,,0.279236937
55,50,18,0.5,0.117965,0.386351,0.131309,,0.532178237
55,50,18,1,0.085519,0.469302,0.109633,,0.691723997
55,50,18,2,0.063181,0.588398,0.096423,,0.806068029
55,50,18,3,0.059113,0.668223,0.092417,,0.837453392
55,50,18,4,0.059077,0.725931,0.092948,,0.849486884
55,50,18,5,0.060497,0.770722,0.09319,,0.85443788
55,50,18,6,0.061842,0.804779,0.094318,,0.857280172
55,50,18,7,0.062794,0.838451,0.094102,,0.860650545
55,50,36,0.01,0.190881,0.285273,0.175233,,0.198238385
55,50,36,0.1,0.171484,0.302866,0.162888,,0.276972699
55,50,36,0.5,0.115071,0.375304,0.124752,,0.530681621
55,50,36,1,0.080715,0.450511,0.102407,,0.696118036
55,50,36,2,0.05687,0.559754,0.08797,,0.815543994
55,50,36,3,0.052302,0.63316,0.084049,,0.847396355
55,50,36,4,0.051783,0.686749,0.084086,,0.859767755
55,50,36,5,0.052715,0.728297,0.084253,,0.865008476
55,50,36,6,0.053734,0.759855,0.084855,,0.867908735
55,50,36,7,0.054325,0.791498,0.084435,,0.871545229
55,50,54,0.01,0.190824,0.284988,0.169573,,0.197901692
55,50,54,0.1,0.170906,0.299972,0.156907,,0.274096475
55,50,54,0.5,0.112503,0.363799,0.118001,,0.527598037
55,50,54,1,0.076741,0.432824,0.094776,,0.698797994
55,50,54,2,0.051812,0.535871,0.080051,,0.823673647
55,50,54,3,0.046873,0.605416,0.076036,,0.856281495
55,50,54,4,0.046014,0.656831,0.075564,,0.869063592
55,50,54,5,0.046638,0.69608,0.075439,,0.87441263
55,50,54,6,0.047371,0.725973,0.076093,,0.877490483
55,50,54,7,0.04768,0.756094,0.075302,,0.881359686
55,50,72,0.01,0.190767,0.28472,0.165685,,0.197593204
55,50,72,0.1,0.170347,0.297278,0.152671,,0.271437584
55,50,72,0.5,0.110166,0.35361,0.11247,,0.524917201
55,50,72,1,0.073251,0.417425,0.088913,,0.701428234
55,50,72,2,0.047473,0.515926,0.073602,,0.831476449
55,50,72,3,0.042249,0.583115,0.069246,,0.864881893
55,50,72,4,0.041191,0.632896,0.068734,,0.877787289
55,50,72,5,0.041599,0.670747,0.068605,,0.883205633
55,50,72,6,0.042145,0.699722,0.069567,,0.886381252
55,50,72,7,0.042265,0.7287,0.068438,,0.890358187
55,50,90,0.01,0.190719,0.284523,0.164462,,0.197381545
55,50,90,0.1,0.16989,0.295309,0.150823,,0.269602901
55,50,90,0.5,0.108278,0.346103,0.110109,,0.523404368
55,50,90,1,0.070487,0.406186,0.086356,,0.704254279
55,50,90,2,0.044081,0.501783,0.069796,,0.838490906
55,50,90,3,0.038662,0.567298,0.065999,,0.872394217
55,50,90,4,0.037469,0.616204,0.06544,,0.885358581
55,50,90,5,0.03775,0.653294,0.064986,,0.890745018
55,50,90,6,0.038155,0.681606,0.065662,,0.893978696
55,50,90,7,0.038144,0.709808,0.064574,,0.89800415
55,50,108,0.01,0.190688,0.284428,0.165595,,0.197299186
55,50,108,0.1,0.169591,0.294357,0.152205,,0.268922379
55,50,108,0.5,0.107055,0.342558,0.111146,,0.52379046
55,50,108,1,0.068651,0.400697,0.086641,,0.707462267
55,50,108,2,0.041853,0.494572,0.070435,,0.843955819
55,50,108,3,0.03632,0.559325,0.066255,,0.878048166
55,50,108,4,0.035031,0.607399,0.065802,,0.890942204
55,50,108,5,0.035237,0.644163,0.065313,,0.896270238
55,50,108,6,0.035584,0.672126,0.066607,,0.899439036
55,50,108,7,0.035474,0.699394,0.065096,,0.90345477
55,50,126,0.01,0.190673,0.284421,0.170518,,0.197325161
55,50,126,0.1,0.169439,0.294287,0.157238,,0.269227949
55,50,126,0.5,0.106445,0.342126,0.116061,,0.525404005
55,50,126,1,0.067689,0.39979,0.090848,,0.710408382
55,50,126,2,0.040672,0.493159,0.074785,,0.847622188
55,50,126,3,0.035088,0.557672,0.070455,,0.881611445
55,50,126,4,0.033746,0.605305,0.069904,,0.894387146
55,50,126,5,0.033907,0.641497,0.069246,,0.899594909
55,50,126,6,0.034201,0.669803,0.070729,,0.90283862
55,50,126,7,0.034046,0.696485,0.068655,,0.906791088
55,50,144,0.01,0.190669,0.284468,0.177224,,0.19741464
55,50,144,0.1,0.169401,0.294745,0.164876,,0.270052957
55,50,144,0.5,0.106226,0.343578,0.123221,,0.527678722
55,50,144,1,0.067359,0.401819,0.097354,,0.712863775
55,50,144,2,0.040271,0.495305,0.08166,,0.849616114
55,50,144,3,0.034672,0.559866,0.077538,,0.883364898
55,50,144,4,0.033292,0.607166,0.076595,,0.896036899
55,50,144,5,0.033425,0.64291,0.076419,,0.90115845
55,50,144,6,0.033708,0.671466,0.077263,,0.904398063
55,50,144,7,0.03351,0.697926,0.075147,,0.908372024
55,50,162,0.01,0.19067,0.284524,0.184136,,0.197506703
55,50,162,0.1,0.169416,0.295297,0.171834,,0.270879016
55,50,162,0.5,0.106242,0.345462,0.130212,,0.529594602
55,50,162,1,0.067341,0.404274,0.104019,,0.714423841
55,50,162,2,0.040249,0.498206,0.088897,,0.850501899
55,50,162,3,0.034665,0.562873,0.08384,,0.883973906
55,50,162,4,0.033267,0.610004,0.083366,,0.896569253
55,50,162,5,0.033379,0.645856,0.083079,,0.901715901
55,50,162,6,0.033633,0.674048,0.083729,,0.904948699
55,50,162,7,0.033425,0.700565,0.081676,,0.908922465
55,50,180,0.01,0.19067,0.284552,0.187289,,0.197553985
55,50,180,0.1,0.169429,0.295543,0.174641,,0.271229235
55,50,180,0.5,0.106288,0.346236,0.132705,,0.5302437
55,50,180,1,0.06739,0.405393,0.106827,,0.714922068
55,50,180,2,0.04029,0.49949,0.091848,,0.850716959
55,50,180,3,0.034716,0.564213,0.086744,,0.88407307
55,50,180,4,0.033313,0.6109,0.086446,,0.896577685
55,50,180,5,0.033402,0.647278,0.085964,,0.901856967
55,50,180,6,0.033641,0.675158,0.086378,,0.905076051
55,50,180,7,0.033446,0.701775,0.084748,,0.909017833
55,60,0,0.01,0.19079,0.286518,0.189386,,0.20055813
55,60,0,0.1,0.171364,0.31626,0.177993,,0.297146982
55,60,0,0.5,0.121898,0.436149,0.145503,,0.563126403
55,60,0,1,0.096247,0.553745,0.128185,,0.70385174
55,60,0,2,0.08149,0.710339,0.119671,,0.794172732
55,60,0,3,0.080869,0.808125,0.117755,,0.818066264
55,60,0,4,0.082547,0.875861,0.118711,,0.827741421
55,60,0,5,0.085322,0.927444,0.119511,,0.831506982
55,60,0,6,0.087397,0.966246,0.120906,,0.8341051
55,60,0,7,0.08898,1.002365,0.120766,,0.836935158
55,60,18,0.01,0.190763,0.286383,0.187199,,0.200399878
55,60,18,0.1,0.170653,0.314195,0.174452,,0.296055671
55,60,18,0.5,0.115706,0.419622,0.139844,,0.56771923
55,60,18,1,0.085487,0.519264,0.120466,,0.717281989
55,60,18,2,0.067647,0.650139,0.110434,,0.811512066
55,60,18,3,0.066161,0.733273,0.10774,,0.834480395
55,60,18,4,0.067316,0.792841,0.108775,,0.843479737
55,60,18,5,0.069615,0.840444,0.108739,,0.847009919
55,60,18,6,0.071565,0.876249,0.110247,,0.848989359
55,60,18,7,0.072924,0.912117,0.110171,,0.851937127
55,60,36,0.01,0.190699,0.286058,0.180383,,0.200015941
55,60,36,0.1,0.169935,0.310694,0.167521,,0.292864143
55,60,36,0.5,0.112028,0.404985,0.131704,,0.566633721
55,60,36,1,0.07962,0.494906,0.110918,,0.722832387
55,60,36,2,0.060007,0.613505,0.100276,,0.821808669
55,60,36,3,0.057657,0.688369,0.096853,,0.84542898
55,60,36,4,0.057993,0.742113,0.097509,,0.855036708
55,60,36,5,0.059497,0.784752,0.097564,,0.859053431
55,60,36,6,0.060865,0.816781,0.098523,,0.861299431
55,60,36,7,0.061617,0.849719,0.097905,,0.864776548
